Sample ID,Species,Sex,Collection_Date,Site,Latitude,Longitude,Time_Chill_Coma_minutes,Mass_Before_CTmax_mg,Mass_After_CTmax_mg,deltaMass_mg,CTmax_Celsius,Time_to_CTmax_min,28sReferenceGene_RawCT_Mean,Trypanosome_RawCT_Mean,Trypanosome_DeltaCT,Trypanosome_ddCT,Trypanosome_2^-ddCT,Trypanosome_log(2^-ddCT),Trypanosome_RelativeIntensity_AdjustedforThreshold,Vairimorpha_apis_RawCT_Mean,Vairimorpha_apis_DeltaCT,Vairimorpha_apis_ddCT,Vairimorpha_apis_2^-ddCT,Vairimorpha_apis_log(2^-ddCT),Vairimorpha_apis_RelativeIntensity_AdjustedforThreshold,Spiroplasma_apis_RawCT_Mean,Spiroplasma_apis_DeltaCT,Spiroplasma_apis_ddCT,Spiroplasma_apis_2^-ddCT,Spiroplasma_apis_log(2^-ddCT),Spiroplasma_apis_RelativeIntensity_AdjustedforThreshold
epl0038,Xenoglossa_pruinosa,Male,7/18/2019,Bellefonte,40.934,-77.68,96,73.3,59.5,-13.8,45.24,180.96,13.60537,32.46978,18.86441,-11.686,3294.925,3.517846,3.517846,28.85752,15.25215,-13.3988,10800.57,4.033447,4.033447,34.85225,21.24688,-10.0277,1043.86,3.018642,3.018642
epl0039,Xenoglossa_pruinosa,Female,7/18/2019,Bellefonte,40.934,-77.68,96,110,100.3,-9.7,44.61,178.44,11.55386,32.77536,21.2215,-9.32894,643.1182,2.808291,2.808291,25.78829,14.23443,-14.4165,21868.1,4.339811,4.339811,41,29.44614,-1.82845,3.55156,0.550419,0
epl0040,Xenoglossa_pruinosa,Male,7/18/2019,Bellefonte,40.934,-77.68,96,102.2,84.6,-17.6,47.59,190.36,13.62576,33.71006,20.0843,-10.4661,1414.562,3.150622,3.150622,29.39773,15.77197,-12.879,7532.954,3.876965,3.876965,37.4733,23.84754,-7.42705,172.094,2.235766,0
epl0041,Xenoglossa_pruinosa,Female,7/18/2019,Bellefonte,40.934,-77.68,96,108.1,87.5,-20.6,51.81,207.24,12.55987,33.24249,20.68262,-9.86782,934.3505,2.97051,2.97051,28.56805,16.00818,-12.6428,6395.272,3.805859,3.805859,35.78921,23.22934,-8.04525,264.1572,2.421862,0
epl0042,Xenoglossa_pruinosa,Male,7/18/2019,Bellefonte,40.934,-77.68,96,55.9,51.4,-4.5,38.07,152.28,12.81164,34.19675,21.38511,-9.16533,574.1684,2.759039,2.759039,28.3824,15.57076,-13.0802,8660.352,3.937536,3.937536,34.93268,22.12104,-9.15355,569.5004,2.755494,2.755494
epl0043,Xenoglossa_pruinosa,Female,7/18/2019,Bellefonte,40.934,-77.68,96,111.6,83.8,-27.8,47.29,189.16,13.29816,33.42563,20.12747,-10.423,1372.861,3.137627,3.137627,29.17639,15.87823,-12.7727,6998.063,3.844978,3.844978,32.17666,18.8785,-12.3961,5390.088,3.731596,3.731596
epl0044,Xenoglossa_pruinosa,Male,7/18/2019,Bellefonte,40.934,-77.68,96,71.8,55.4,-16.4,48.9,195.6,13.32436,34.57092,21.24656,-9.30388,632.0435,2.800747,2.800747,30.16926,16.8449,-11.8061,3580.809,3.553981,3.553981,30.83937,17.51501,-13.7596,13869.07,4.142047,4.142047
epl0045,Xenoglossa_pruinosa,Female,7/18/2019,Bellefonte,40.934,-77.68,96,93.3,77.6,-15.7,48.04,192.16,11.6092,32.15859,20.54939,-10.0011,1024.746,3.010616,3.010616,28.11787,16.50867,-12.1423,4520.605,3.655197,3.655197,33.83518,22.22598,-9.04861,529.5463,2.723904,2.723904
epl0046,Xenoglossa_pruinosa,Male,7/18/2019,Bellefonte,40.934,-77.68,96,66.7,47.3,-19.4,51.29,205.16,13.75172,33.84255,20.09083,-10.4596,1408.174,3.148656,3.148656,29.77855,16.02683,-12.6241,6313.131,3.800245,3.800245,33.06547,19.31375,-11.9608,3986.323,3.600573,3.600573
epl0047,Xenoglossa_pruinosa,Male,7/18/2019,Bellefonte,40.934,-77.68,96,76.3,53.3,-23,51.78,207.12,12.83169,33.99401,21.16232,-9.38812,670.0477,2.826106,2.826106,30.57748,17.74579,-10.9052,1917.719,3.282785,3.282785,33.1987,20.36701,-10.9076,1920.922,3.28351,3.28351
epl0048,Xenoglossa_pruinosa,Male,7/18/2019,Bellefonte,40.934,-77.68,96,110.8,93.7,-17.1,48.83,195.32,15.17563,34.75686,19.58123,-10.9692,2004.755,3.302061,3.302061,31.89057,16.71494,-11.936,3918.348,3.593103,3.593103,41,25.82437,-5.45022,43.72005,1.640681,0
epl0049,Xenoglossa_pruinosa,Female,7/18/2019,Bellefonte,40.934,-77.68,96,96.6,74.8,-21.8,50.73,202.92,13.68389,34.71409,21.0302,-9.52024,734.3072,2.865878,2.865878,30.54077,16.85688,-11.7941,3551.198,3.550375,3.550375,36.80694,23.12305,-8.15154,284.3537,2.453859,0
epl0050,Xenoglossa_pruinosa,Male,7/18/2019,Bellefonte,40.934,-77.68,96,95.5,74.5,-21,52.17,208.68,14.59473,38.5733,23.97857,-6.57187,95.13274,1.97833,0,32.23596,17.64123,-11.0097,2061.873,3.314262,3.314262,41,26.40527,-4.86932,29.22889,1.465812,0
epl0051,Xenoglossa_pruinosa,Female,7/18/2019,Bellefonte,40.934,-77.68,96,151.9,146.1,-5.8,41.53,166.12,13.1749,34.1362,20.9613,-9.58914,770.2271,2.886619,2.886619,31.04561,17.87071,-10.7803,1758.659,3.245182,3.245182,33.71092,20.53602,-10.7386,1708.569,3.232633,3.232633
epl0052,Xenoglossa_pruinosa,Female,7/18/2019,Bellefonte,40.934,-77.68,96,124.7,102.8,-21.9,49.41,197.64,12.83822,35.55593,22.71771,-7.83273,227.9747,2.357887,0,31.11404,18.27582,-10.3752,1328.102,3.123231,3.123231,41,28.16178,-3.11281,8.650677,0.93705,0
epl0053,Xenoglossa_pruinosa,Female,7/18/2019,Bellefonte,40.934,-77.68,96,141.6,104.7,-36.9,52.6,210.4,12.40275,33.68876,21.28601,-9.26443,614.9946,2.788871,2.788871,31.57592,19.17317,-9.4778,713.0206,2.853102,2.853102,30.01905,17.6163,-13.6583,12928.73,4.111556,4.111556
epl0054,Xenoglossa_pruinosa,Male,7/18/2019,Bellefonte,40.934,-77.68,96,73.8,60.8,-13,43.84,175.36,11.77562,32.9412,21.16558,-9.38486,668.5353,2.825124,2.825124,31.60095,19.82533,-8.82564,453.7142,2.656782,2.656782,28.9983,17.22268,-14.0519,16984.29,4.230047,4.230047
epl0055,Xenoglossa_pruinosa,Male,7/18/2019,Bellefonte,40.934,-77.68,96,90.1,82.4,-7.7,46.01,184.04,12.82993,32.79837,19.96844,-10.582,1532.849,3.185499,3.185499,30.81946,17.98953,-10.6614,1619.62,3.209413,3.209413,32.85159,20.02166,-11.2529,2440.453,3.38747,3.38747
epl0056,Xenoglossa_pruinosa,Male,7/18/2019,Bellefonte,40.934,-77.68,96,92.9,85.7,-7.2,43.93,175.72,12.70313,33.21866,20.51553,-10.0349,1049.081,3.020809,3.020809,30.32405,17.62092,-11.0301,2091.105,3.320376,3.320376,31.39563,18.6925,-12.5821,6131.792,3.787587,3.787587
epl0057,Xenoglossa_pruinosa,Female,7/18/2019,Bellefonte,40.934,-77.68,96,140.6,130.3,-10.3,44.51,178.04,11.99915,32.41248,20.41333,-10.1371,1126.093,3.051574,3.051574,28.95148,16.95233,-11.6986,3323.851,3.521642,3.521642,31.48198,19.48283,-11.7918,3545.474,3.549674,3.549674
epl0058,Xenoglossa_pruinosa,Male,7/18/2019,Bellefonte,40.934,-77.68,96,121.9,110.6,-11.3,47.03,188.12,13.10876,33.51966,20.4109,-10.1395,1127.991,3.052306,3.052306,30.36161,17.25285,-11.3981,2698.833,3.431176,3.431176,33.37432,20.26556,-11.009,2060.863,3.314049,3.314049
epl0059,Xenoglossa_pruinosa,Male,7/18/2019,Bellefonte,40.934,-77.68,96,80.9,74.5,-6.4,41.03,164.12,13.13378,32.33939,19.20561,-11.3448,2600.963,3.415134,3.415134,29.62087,16.48709,-12.1639,4588.733,3.661693,3.661693,37.03852,23.90474,-7.36985,165.4043,2.218547,0
epl0060,Xenoglossa_pruinosa,Male,7/18/2019,Bellefonte,40.934,-77.68,96,80.8,64.9,-15.9,50.99,203.96,12.44816,34.14632,21.69816,-8.85228,462.1701,2.664802,2.664802,30.16539,17.71723,-10.9337,1956.067,3.291384,3.291384,37.09918,24.65102,-6.62357,98.60391,1.993894,0
epl0061,Xenoglossa_pruinosa,Female,7/18/2019,Bellefonte,40.934,-77.68,96,109.4,100.4,-9,43.01,172.04,12.25876,30.37338,18.11462,-12.4358,5540.575,3.743555,3.743555,28.1591,15.90034,-12.7506,6891.632,3.838322,3.838322,35.59482,23.33606,-7.93853,245.322,2.389737,0
epl0062,Xenoglossa_pruinosa,Female,7/18/2019,Bellefonte,40.934,-77.68,96,129.6,109.2,-20.4,49.72,198.88,12.23107,34.15547,21.9244,-8.62604,395.0907,2.596697,2.596697,29.96872,17.73765,-10.9133,1928.576,3.285237,3.285237,41,28.76893,-2.50566,5.679103,0.75428,0
epl0063,Xenoglossa_pruinosa,Female,7/18/2019,Bellefonte,40.934,-77.68,96,129.3,113.3,-16,43.36,173.44,12.17682,29.7569,17.58008,-12.9704,8025.413,3.904467,3.904467,31.15896,18.98214,-9.66883,813.969,2.910608,2.910608,41,28.82318,-2.45141,5.469515,0.737949,0
epl0064,Xenoglossa_pruinosa,Female,7/18/2019,Bellefonte,40.934,-77.68,96,112.8,84.7,-28.1,50.58,202.32,12.61789,33.71792,21.10003,-9.45041,699.6114,2.844857,2.844857,31.21126,18.59337,-10.0576,1065.711,3.027639,3.027639,31.55473,18.93684,-12.3378,5176.47,3.714034,3.714034
epl0065,Xenoglossa_pruinosa,Female,7/18/2019,Bellefonte,40.934,-77.68,96,117.1,106.5,-10.6,41.37,165.48,11.27488,33.20686,21.93198,-8.61846,393.0203,2.594415,2.594415,29.68635,18.41147,-10.2395,1208.917,3.082397,3.082397,31.88675,20.61187,-10.6627,1621.061,3.209799,3.209799
epl0066,Xenoglossa_pruinosa,Male,7/18/2019,Bellefonte,40.934,-77.68,96,69.8,58.5,-11.3,43.4,173.6,12.47313,30.34246,17.86933,-12.6811,6567.415,3.817394,3.817394,31.2371,18.76397,-9.887,946.8552,2.976284,2.976284,30.41172,17.93859,-13.336,10340.39,4.014537,4.014537
epl0067,Xenoglossa_pruinosa,Female,7/18/2019,Bellefonte,40.934,-77.68,96,122.9,85.8,-37.1,51.26,205.04,12.39666,31.99662,19.59996,-10.9505,1978.896,3.296423,3.296423,29.41235,17.01569,-11.6353,3181.034,3.502568,3.502568,30.84776,18.4511,-12.8235,7248.632,3.860256,3.860256
epl0087,Xenoglossa_pruinosa,Female,7/19/2019,Holtwood,39.862,-76.31,242,111.5,79.6,-31.9,45.83,183.32,12.26373,34.01978,21.75605,-8.79439,443.992,2.647375,2.647375,28.42183,16.1581,-12.4929,5764.061,3.760729,3.760729,32.85284,20.58911,-10.6855,1646.838,3.216651,3.216651
epl0088,Xenoglossa_pruinosa,Female,7/19/2019,Holtwood,39.862,-76.31,242,122.4,98.1,-24.3,46.32,185.28,11.68969,32.39928,20.70959,-9.84085,917.0458,2.962391,2.962391,27.53193,15.84224,-12.8087,7174.835,3.855812,3.855812,37.55437,25.86468,-5.40991,42.51538,1.628546,0
epl0089,Xenoglossa_pruinosa,Male,7/19/2019,Holtwood,39.862,-76.31,242,94.1,78.3,-15.8,45.13,180.52,14.1058,34.68314,20.57734,-9.9731,1005.084,3.002202,3.002202,29.41169,15.30589,-13.3451,10405.65,4.017269,4.017269,36.20214,22.09634,-9.17825,579.3346,2.762929,0
epl0090,Xenoglossa_pruinosa,Male,7/19/2019,Holtwood,39.862,-76.31,242,79.7,56.9,-22.8,48.57,194.28,12.91442,34.02418,21.10976,-9.44068,694.9089,2.841928,2.841928,29.32132,16.4069,-12.2441,4851.012,3.685832,3.685832,34.54334,21.62892,-9.64567,801.0081,2.903637,2.903637
epl0091,Xenoglossa_pruinosa,Female,7/19/2019,Holtwood,39.862,-76.31,242,107.8,81.4,-26.4,46.19,184.76,12.88489,33.00918,20.12429,-10.4262,1375.891,3.138584,3.138584,25.88631,13.00142,-15.6496,51402.47,4.710984,4.710984,41,28.11511,-3.15948,8.935095,0.951099,0
epl0092,Xenoglossa_pruinosa,Female,7/19/2019,Holtwood,39.862,-76.31,242,102.8,59.6,-43.2,52.06,208.24,12.97899,34.96714,21.98815,-8.56229,378.0125,2.577506,2.577506,29.15703,16.17804,-12.4729,5684.942,3.754726,3.754726,29.47441,16.49542,-14.7792,28117.35,4.448974,4.448974
epl0093,Xenoglossa_pruinosa,Male,7/19/2019,Holtwood,39.862,-76.31,242,67.6,51.4,-16.2,46.47,185.88,12.46847,34.00268,21.53421,-9.01623,517.7924,2.714156,2.714156,31.35314,18.88467,-9.7663,870.8618,2.939949,2.939949,33.51649,21.04802,-10.2266,1198.134,3.078505,3.078505
epl0094,Xenoglossa_pruinosa,Female,7/19/2019,Holtwood,39.862,-76.31,242,99.9,84.1,-15.8,42.33,169.32,12.41223,32.61143,20.1992,-10.3512,1306.272,3.116034,3.116034,28.25976,15.84753,-12.8034,7148.575,3.854219,3.854219,31.9093,19.49707,-11.7775,3510.651,3.545388,3.545388
epl0095,Xenoglossa_pruinosa,Female,7/19/2019,Holtwood,39.862,-76.31,242,104.2,75.6,-28.6,46.29,185.16,12.85068,34.02956,21.17888,-9.37156,662.4005,2.821121,2.821121,29.47123,16.62055,-12.0304,4183.283,3.621517,3.621517,32.56383,19.71315,-11.5614,3022.325,3.480341,3.480341
epl0096,Xenoglossa_pruinosa,Male,7/19/2019,Holtwood,39.862,-76.31,242,82,62.1,-19.9,45.67,182.68,13.6406,33.9135,20.2729,-10.2775,1241.217,3.093848,3.093848,29.43104,15.79044,-12.8605,7437.129,3.871405,3.871405,32.0984,18.4578,-12.8168,7215.047,3.858239,3.858239
epl0097,Xenoglossa_pruinosa,Male,7/19/2019,Holtwood,39.862,-76.31,242,91.1,64.9,-26.2,45.88,183.52,15.63746,34.23603,18.59857,-11.9519,3961.607,3.597871,3.597871,30.46908,14.83162,-13.8194,14455.69,4.160039,4.160039,38.25101,22.61355,-8.66104,404.7937,2.607234,0
epl0098,Xenoglossa_pruinosa,Female,7/19/2019,Holtwood,39.862,-76.31,242,118.2,85.8,-32.4,48.6,194.4,13.54374,34.78696,21.24322,-9.30722,633.5084,2.801752,2.801752,31.25318,17.70944,-10.9415,1966.657,3.293729,3.293729,41,27.45626,-3.81833,14.10694,1.149433,0
epl0099,Xenoglossa_pruinosa,Female,7/19/2019,Holtwood,39.862,-76.31,242,108.6,76.6,-32,48.81,195.24,13.41501,34.06568,20.65067,-9.89977,955.2735,2.980128,2.980128,31.27238,17.85737,-10.7936,1774.996,3.249197,3.249197,41,27.58499,-3.6896,12.90272,1.110681,0
epl0100,Xenoglossa_pruinosa,Female,7/19/2019,Holtwood,39.862,-76.31,242,121.2,95.3,-25.9,46.58,186.32,12.94184,34.45842,21.51658,-9.03386,524.1587,2.719463,2.719463,30.6433,17.70146,-10.9495,1977.566,3.296131,3.296131,41,28.05816,-3.21643,9.294859,0.968243,0
epl0101,Xenoglossa_pruinosa,Female,7/19/2019,Holtwood,39.862,-76.31,242,133.9,100.4,-33.5,49.93,199.72,12.50087,37.55272,25.05185,-5.49859,45.21063,1.655241,0,31.17473,18.67386,-9.97711,1007.881,3.003409,3.003409,41,28.49913,-2.77546,6.846957,0.835498,0
epl0102,Xenoglossa_pruinosa,Male,7/19/2019,Holtwood,39.862,-76.31,242,89.3,74.6,-14.7,43.84,175.36,11.91258,33.75612,21.84354,-8.7069,417.867,2.621038,2.621038,31.4672,19.55462,-9.09635,547.3614,2.738274,2.738274,30.04155,18.12897,-13.1456,9062.058,3.957227,3.957227
epl0103,Xenoglossa_pruinosa,Male,7/19/2019,Holtwood,39.862,-76.31,242,78.4,66,-12.4,39,156,12.42343,33.13603,20.7126,-9.83784,915.1345,2.961485,2.961485,30.21196,17.78853,-10.8624,1861.745,3.26992,3.26992,32.94643,20.523,-10.7516,1724.058,3.236552,3.236552
epl0104,Xenoglossa_pruinosa,Male,7/19/2019,Holtwood,39.862,-76.31,242,70,50.1,-19.9,45.67,182.68,12.82146,34.03454,21.21308,-9.33736,646.8826,2.810825,2.810825,31.56231,18.74085,-9.91012,962.1513,2.983243,2.983243,28.84115,16.01969,-15.2549,39100.6,4.592183,4.592183
epl0105,Xenoglossa_pruinosa,Female,7/19/2019,Holtwood,39.862,-76.31,242,118.5,98.5,-20,43.18,172.72,12.41352,32.80134,20.38782,-10.1626,1146.182,3.059253,3.059253,30.37904,17.96552,-10.6855,1646.8,3.216641,3.216641,30.29376,17.88024,-13.3944,10767.18,4.032102,4.032102
epl0106,Xenoglossa_pruinosa,Male,7/19/2019,Holtwood,39.862,-76.31,242,80.4,55.1,-25.3,49.19,196.76,12.71274,34.15421,21.44147,-9.10897,552.1705,2.742073,2.742073,30.40466,17.69192,-10.9591,1990.686,3.299003,3.299003,32.94393,20.23119,-11.0434,2110.55,3.324396,3.324396
epl0107,Xenoglossa_pruinosa,Male,7/19/2019,Holtwood,39.862,-76.31,242,77.1,56,-21.1,44.38,177.52,12.93471,34.81021,21.8755,-8.67494,408.7118,2.611417,2.611417,30.85747,17.92276,-10.7282,1696.34,3.229513,3.229513,41,28.06529,-3.2093,9.249036,0.966096,0
epl0108,Xenoglossa_pruinosa,Female,7/19/2019,Holtwood,39.862,-76.31,242,128.6,91.8,-36.8,46.97,187.88,12.05626,34.42415,22.36789,-8.18255,290.5313,2.463193,2.463193,30.18303,18.12677,-10.5242,1472.651,3.1681,3.1681,41,28.94374,-2.33085,5.031027,0.701657,0
epl0109,Xenoglossa_pruinosa,Male,7/19/2019,Holtwood,39.862,-76.31,242,81.2,65.6,-15.6,44.83,179.32,13.64976,33.7284,20.07864,-10.4718,1420.123,3.152326,3.152326,29.77358,16.12382,-12.5272,5902.662,3.771048,3.771048,41,27.35024,-3.92435,15.18266,1.181348,0
epl0110,Xenoglossa_pruinosa,Female,7/19/2019,Holtwood,39.862,-76.31,242,128.3,99.5,-28.8,45.08,180.32,11.65523,33.25556,21.60033,-8.95011,494.5971,2.694252,2.694252,30.07046,18.41523,-10.2357,1205.771,3.081265,3.081265,37.15052,25.49529,-5.7793,54.92165,1.739744,0
epl0111,Xenoglossa_pruinosa,Male,7/19/2019,Holtwood,39.862,-76.31,242,78.4,49.6,-28.8,51.14,204.56,11.51027,34.35261,22.84234,-7.7081,209.1074,2.320369,2.320369,30.69094,19.18067,-9.4703,709.3235,2.850844,2.850844,34.99733,23.48706,-7.78753,220.9434,2.344281,2.344281
epl0112,Xenoglossa_pruinosa,Female,7/19/2019,Holtwood,39.862,-76.31,242,119.4,95.7,-23.7,50.76,203.04,12.14603,34.20864,22.06261,-8.48783,358.9975,2.555091,2.555091,31.21616,19.07013,-9.58084,765.8086,2.88412,2.88412,31.26368,19.11765,-12.1569,4566.721,3.659604,3.659604
epl0113,Xenoglossa_pruinosa,Male,7/19/2019,Holtwood,39.862,-76.31,242,69,51.2,-17.8,41.5,166,12.68934,32.23574,19.5464,-11.004,2053.743,3.312546,3.312546,31.5359,18.84656,-9.80441,894.1729,2.951422,2.951422,31.69808,19.00874,-12.2659,4924.812,3.69239,3.69239
epl0114,Xenoglossa_pruinosa,Male,7/19/2019,Holtwood,39.862,-76.31,242,84.3,64.4,-19.9,46.39,185.56,12.28023,35.05361,22.77338,-7.77706,219.3453,2.341128,0,31.07399,18.79376,-9.85721,927.5042,2.967316,2.967316,32.46278,20.18255,-11.092,2182.919,3.339038,3.339038
epl0115,Xenoglossa_pruinosa,Female,7/19/2019,Holtwood,39.862,-76.31,242,104.6,75,-29.6,40.51,162.04,12.31855,31.41124,19.09269,-11.4578,2812.72,3.449126,3.449126,29.00555,16.687,-11.964,3994.973,3.601514,3.601514,31.16878,18.85023,-12.4244,5496.749,3.740106,3.740106
epl0116,Xenoglossa_pruinosa,Male,7/19/2019,Holtwood,39.862,-76.31,242,75.7,58.5,-17.2,44.49,177.96,12.98521,33.09406,20.10885,-10.4416,1390.695,3.143232,3.143232,31.00441,18.0192,-10.6318,1586.652,3.200482,3.200482,30.78957,17.80436,-13.4702,11348.65,4.054944,4.054944
epl0132,Xenoglossa_pruinosa,Male,7/21/2019,Pennsylvania_Furnace,40.71,-77.95,90,41.1,37,-4.1,37.21,148.84,12.9255,34.27459,21.34909,-9.20135,588.6842,2.769882,2.769882,30.09637,17.17087,-11.4801,2856.633,3.455854,3.455854,32.38456,19.45906,-11.8155,3604.374,3.55683,3.55683
epl0133,Xenoglossa_pruinosa,Female,7/21/2019,Pennsylvania_Furnace,40.71,-77.95,90,84,62.5,-21.5,50.18,200.72,12.7065,33.04504,20.33854,-10.2119,1186.01,3.074088,3.074088,28.35255,15.64605,-13.0049,8219.985,3.914871,3.914871,36.93441,24.22791,-7.04668,132.2096,2.121263,0
epl0134,Xenoglossa_pruinosa,Male,7/21/2019,Pennsylvania_Furnace,40.71,-77.95,90,33.1,27.6,-5.5,43.29,173.16,12.87912,32.70726,19.82814,-10.7223,1689.406,3.227734,3.227734,28.131,15.25188,-13.3991,10802.59,4.033528,4.033528,33.49502,20.6159,-10.6587,1616.539,3.208586,3.208586
epl0135,Xenoglossa_pruinosa,Female,7/21/2019,Pennsylvania_Furnace,40.71,-77.95,90,71.3,51.6,-19.7,50.18,200.72,12.43354,33.04766,20.61412,-9.93632,979.7841,2.99113,2.99113,27.2182,14.78466,-13.8663,14933.97,4.174175,4.174175,35.27492,22.84138,-8.43321,345.6608,2.53865,0
epl0136,Xenoglossa_pruinosa,Male,7/21/2019,Pennsylvania_Furnace,40.71,-77.95,90,37.5,31.5,-6,44.32,177.28,12.54764,32.39221,19.84457,-10.7059,1670.275,3.222788,3.222788,28.34327,15.79563,-12.8553,7410.422,3.869843,3.869843,35.57144,23.0238,-8.25079,304.6044,2.483736,0
epl0137,Xenoglossa_pruinosa,Female,7/21/2019,Pennsylvania_Furnace,40.71,-77.95,90,88.5,72.3,-16.2,47.86,191.44,12.94826,33.10316,20.1549,-10.3955,1347.005,3.129369,3.129369,28.58305,15.63479,-13.0162,8284.391,3.918261,3.918261,36.51111,23.56285,-7.71174,209.636,2.321466,0
epl0138,Xenoglossa_pruinosa,Male,7/21/2019,Pennsylvania_Furnace,40.71,-77.95,90,33.1,27.4,-5.7,40.72,162.88,13.42216,34.16021,20.73805,-9.81239,899.1325,2.953824,2.953824,29.56556,16.1434,-12.5076,5823.093,3.765154,3.765154,35.29395,21.87179,-9.4028,676.9019,2.830526,0
epl0139,Xenoglossa_pruinosa,Female,7/21/2019,Pennsylvania_Furnace,40.71,-77.95,90,83.2,72.1,-11.1,43.19,172.76,11.98897,33.94018,21.95121,-8.59923,387.8164,2.588626,2.588626,30.69124,18.70227,-9.9487,988.2279,2.994857,2.994857,31.87756,19.88859,-11.386,2676.261,3.427528,3.427528
epl0140,Xenoglossa_pruinosa,Male,7/21/2019,Pennsylvania_Furnace,40.71,-77.95,90,68.3,60.2,-8.1,43.28,173.12,12.88823,32.45014,19.56191,-10.9885,2031.782,3.307877,3.307877,29.93985,17.05162,-11.5994,3102.789,3.491752,3.491752,36.94783,24.0596,-7.21499,148.5694,2.171929,0
epl0141,Xenoglossa_pruinosa,Male,7/21/2019,Pennsylvania_Furnace,40.71,-77.95,90,51.4,45.4,-6,43.22,172.88,12.89635,34.3523,21.45595,-9.09449,546.6562,2.737714,2.737714,29.56165,16.6653,-11.9857,4055.517,3.608046,3.608046,35.24867,22.35232,-8.92227,485.1449,2.685871,0
epl0142,Xenoglossa_pruinosa,Female,7/21/2019,Pennsylvania_Furnace,40.71,-77.95,90,76.2,64.8,-11.4,47.07,188.28,13.04343,35.22733,22.1839,-8.36654,330.0498,2.51858,0,29.51065,16.46722,-12.1838,4652.37,3.667674,3.667674,36.30935,23.26592,-8.00867,257.5436,2.410851,0
epl0143,Xenoglossa_pruinosa,Female,7/21/2019,Pennsylvania_Furnace,40.71,-77.95,90,92.1,78.7,-13.4,43.91,175.64,12.80114,33.65255,20.85141,-9.69903,831.1874,2.919699,2.919699,30.80177,18.00063,-10.6503,1607.207,3.206072,3.206072,41,28.19886,-3.07573,8.431171,0.925888,0
epl0144,Xenoglossa_pruinosa,Male,7/21/2019,Pennsylvania_Furnace,40.71,-77.95,90,63.8,52.2,-11.6,46.9,187.6,13.79542,33.40713,19.61171,-10.9387,1962.844,3.292886,3.292886,29.86336,16.06794,-12.583,6135.776,3.787869,3.787869,36.38311,22.58769,-8.6869,412.115,2.615018,0
epl0145,Xenoglossa_pruinosa,Female,7/21/2019,Pennsylvania_Furnace,40.71,-77.95,90,93.5,64.2,-29.3,50.3,201.2,13.01801,34.20476,21.18675,-9.36369,658.7969,2.818752,2.818752,30.49814,17.48013,-11.1708,2305.462,3.362758,3.362758,36.84576,23.82775,-7.44684,174.4709,2.241723,0
epl0146,Xenoglossa_pruinosa,Male,7/21/2019,Pennsylvania_Furnace,40.71,-77.95,90,60.6,42,-18.6,49.29,197.16,14.15294,34.57504,20.4221,-10.1283,1119.268,3.048934,3.048934,30.89517,16.74223,-11.9087,3844.926,3.584888,3.584888,41,26.84706,-4.42753,21.51891,1.33282,0
epl0147,Xenoglossa_pruinosa,Male,7/21/2019,Pennsylvania_Furnace,40.71,-77.95,90,32.7,26.4,-6.3,41.01,164.04,11.54424,32.80914,21.2649,-9.28554,624.0596,2.795226,2.795226,30.82239,19.27815,-9.37282,662.9793,2.8215,2.8215,41,29.45576,-1.81883,3.527957,0.547523,0
epl0148,Xenoglossa_pruinosa,Female,7/21/2019,Pennsylvania_Furnace,40.71,-77.95,90,100.1,84.6,-15.5,44.54,178.16,12.95012,35.99194,23.04182,-7.50862,182.1042,2.26032,0,30.97491,18.02479,-10.6262,1580.516,3.198799,3.198799,41,28.04988,-3.22471,9.348358,0.970735,0
epl0149,Xenoglossa_pruinosa,Female,7/21/2019,Pennsylvania_Furnace,40.71,-77.95,90,84,77.3,-6.7,36.67,146.68,12.08953,34.40885,22.31932,-8.23112,300.4789,2.477814,2.477814,30.20298,18.11345,-10.5375,1486.311,3.17211,3.17211,41,28.91047,-2.36412,5.148396,0.711672,0
epl0150,Xenoglossa_pruinosa,Male,7/21/2019,Pennsylvania_Furnace,40.71,-77.95,90,33.3,26.6,-6.7,38.12,152.48,12.08458,32.6947,20.61012,-9.94032,982.5044,2.992334,2.992334,30.19374,18.10916,-10.5418,1490.737,3.173401,3.173401,37.30233,25.21775,-6.05684,66.57197,1.823291,0
epl0151,Xenoglossa_pruinosa,Female,7/21/2019,Pennsylvania_Furnace,40.71,-77.95,90,123.7,92.6,-31.1,50.37,201.48,11.02045,32.23823,21.21778,-9.33266,644.7786,2.809411,2.809411,30.12208,19.10163,-9.54934,749.269,2.874638,2.874638,41,29.97955,-1.29504,2.453843,0.389847,0
epl0152,Xenoglossa_pruinosa,Female,7/21/2019,Pennsylvania_Furnace,40.71,-77.95,90,92.8,76.8,-16,44.06,176.24,13.08966,33.72404,20.63438,-9.91606,966.1209,2.985031,2.985031,31.11659,18.02693,-10.624,1578.173,3.198155,3.198155,34.50061,21.41095,-9.86364,931.6492,2.969252,2.969252
epl0153,Xenoglossa_pruinosa,Male,7/21/2019,Pennsylvania_Furnace,40.71,-77.95,90,68.4,58.8,-9.6,44.45,177.8,13.33819,27.60247,14.26428,-16.2862,79913.96,4.902623,4.902623,30.37296,17.03477,-11.6162,3139.241,3.496825,3.496825,36.26267,22.92448,-8.35011,326.3131,2.513634,0
