,source,target,type,weight,bottleneck_flux,norm_bottleneck_flux
625,1240,108,Undirected,12,0.0,0.0
626,1225,1225,Undirected,18,0.0,0.0
627,194,1652,Undirected,1,0.0,0.0
628,1629,1629,Undirected,13,0.0,0.0
629,1464,394,Undirected,1,0.0,0.0
630,1580,143,Undirected,27,0.0,0.0
631,1269,1053,Undirected,1,0.0,0.0
632,625,1754,Undirected,3,0.0,0.0
633,1538,1788,Undirected,1,0.0,0.0
634,739,1428,Undirected,1,0.0,0.0
635,643,1343,Undirected,2,0.0,0.0
636,1345,1220,Undirected,5,0.0,0.0
637,242,1085,Undirected,6,0.0,0.0
638,1528,296,Undirected,1,0.0,0.0
639,1954,1655,Undirected,22,0.0,0.0
640,928,928,Undirected,17,0.0,0.0
641,1053,1926,Undirected,9,0.0,0.0
642,1809,1964,Undirected,3,0.0,0.0
643,292,742,Undirected,1,0.0,0.0
644,1653,1647,Undirected,5,0.0,0.0
645,1717,1670,Undirected,1,0.0,0.0
646,1883,1319,Undirected,1,0.0,0.0
647,1299,862,Undirected,1,0.0,0.0
648,156,156,Undirected,47,0.0,0.0
649,1860,391,Undirected,6,0.0,0.0
650,369,1740,Undirected,2,0.0,0.0
651,1130,1130,Undirected,213,0.0,0.0
652,295,831,Undirected,1,0.0,0.0
653,1344,1945,Undirected,7,0.0,0.0
654,923,1428,Undirected,1,0.0,0.0
655,634,1939,Undirected,48,0.0,0.0
656,1896,1799,Undirected,1,0.0,0.0
657,760,281,Undirected,4,0.0,0.0
658,512,598,Undirected,1,0.0,0.0
659,1673,146,Undirected,4,0.0,0.0
660,928,1362,Undirected,7,0.0,0.0
661,978,275,Undirected,1,0.0,0.0
662,970,1277,Undirected,8,0.0,0.0
663,1632,1089,Undirected,1,0.0,0.0
664,32,1257,Undirected,19,0.0,0.0
665,1930,1687,Undirected,2,0.0,0.0
666,1379,1020,Undirected,1,0.0,0.0
667,44,44,Undirected,89,0.0,0.0
668,1539,655,Undirected,2,0.0,0.0
669,92,1951,Undirected,3,0.0,0.0
670,1984,1734,Undirected,3,0.0,0.0
671,81,939,Undirected,5,0.0,0.0
672,978,1283,Undirected,8,0.0,0.0
673,1257,481,Undirected,1,0.0,0.0
674,1193,1298,Undirected,2,0.0,0.0
675,1730,1532,Undirected,11,0.0,0.0
676,1636,382,Undirected,7,0.0,0.0
677,793,1341,Undirected,3,0.0,0.0
678,1296,1161,Undirected,6,0.0,0.0
679,985,1511,Undirected,4,0.0,0.0
680,777,773,Undirected,4,0.0,0.0
681,1269,1669,Undirected,1,0.0,0.0
682,1645,1645,Undirected,62,0.0,0.0
683,57,697,Undirected,2,0.0,0.0
684,970,1591,Undirected,2,0.0,0.0
685,1190,479,Undirected,6,0.0,0.0
686,795,1895,Undirected,40,0.0,0.0
687,1032,764,Undirected,1,0.0,0.0
688,659,1598,Undirected,1,0.0,0.0
689,1372,887,Undirected,1,0.0,0.0
690,1566,1566,Undirected,54,0.0,0.0
691,1630,871,Undirected,13,0.0,0.0
692,1900,1413,Undirected,5,0.0,0.0
693,978,780,Undirected,1,0.0,0.0
694,321,703,Undirected,3,0.0,0.0
695,1115,1452,Undirected,1,0.0,0.0
696,364,934,Undirected,2,0.0,0.0
697,400,289,Undirected,4,2.650306646274863e-07,0.22803041453152742
698,1035,331,Undirected,22,0.0,0.0
699,1937,1597,Undirected,2,0.0,0.0
700,381,941,Undirected,2,0.0,0.0
701,1883,947,Undirected,14,0.0,0.0
702,417,146,Undirected,1,0.0,0.0
703,1632,529,Undirected,20,0.0,0.0
704,802,802,Undirected,22,0.0,0.0
705,1953,110,Undirected,2,0.0,0.0
706,173,591,Undirected,12,0.0,0.0
707,1777,1706,Undirected,4,0.0,0.0
708,1146,598,Undirected,2,0.0,0.0
709,1479,1135,Undirected,1,0.0,0.0
710,1457,70,Undirected,9,0.0,0.0
711,1224,720,Undirected,1,0.0,0.0
712,866,1052,Undirected,2,0.0,0.0
713,1505,1538,Undirected,2,0.0,0.0
714,424,1420,Undirected,15,0.0,0.0
715,516,1213,Undirected,2,0.0,0.0
716,740,1966,Undirected,16,0.0,0.0
717,1596,1319,Undirected,1,0.0,0.0
718,576,1264,Undirected,2,0.0,0.0
719,1017,1017,Undirected,5,0.0,0.0
720,1584,1978,Undirected,1,0.0,0.0
721,1466,813,Undirected,2,0.0,0.0
722,893,1639,Undirected,1,0.0,0.0
723,1385,1327,Undirected,10,2.7541489709919103e-07,0.2369649309900014
724,362,1619,Undirected,1,0.0,0.0
725,1947,1947,Undirected,39,0.0,0.0
726,290,1154,Undirected,1,0.0,0.0
727,1402,1999,Undirected,1,0.0,0.0
728,1602,1380,Undirected,9,0.0,0.0
729,1197,1199,Undirected,3,0.0,0.0
730,738,462,Undirected,42,4.319835642848999e-07,0.37167544885097215
731,1585,1643,Undirected,3,0.0,0.0
732,852,1862,Undirected,1,0.0,0.0
733,801,342,Undirected,3,0.0,0.0
734,1098,1971,Undirected,1,0.0,0.0
735,1640,1089,Undirected,2,0.0,0.0
736,1813,1503,Undirected,1,0.0,0.0
737,53,1110,Undirected,3,0.0,0.0
738,280,1756,Undirected,5,0.0,0.0
739,574,1647,Undirected,3,0.0,0.0
740,1177,583,Undirected,10,0.0,0.0
741,1170,1118,Undirected,7,0.0,0.0
742,1964,1900,Undirected,2,0.0,0.0
743,660,1932,Undirected,1,0.0,0.0
744,41,259,Undirected,1,0.0,0.0
745,1495,1495,Undirected,49,0.0,0.0
746,424,1509,Undirected,20,0.0,0.0
747,968,1162,Undirected,1,0.0,0.0
748,1093,1525,Undirected,7,0.0,0.0
749,1016,534,Undirected,1,0.0,0.0
750,1204,1774,Undirected,16,0.0,0.0
751,1202,1835,Undirected,1,0.0,0.0
752,460,839,Undirected,1,0.0,0.0
753,696,696,Undirected,3,0.0,0.0
754,1049,1517,Undirected,5,0.0,0.0
755,0,1964,Undirected,13,0.0,0.0
756,208,1149,Undirected,2,0.0,0.0
757,1945,399,Undirected,2,0.0,0.0
758,11,716,Undirected,11,0.0,0.0
759,875,1444,Undirected,9,0.0,0.0
760,1760,772,Undirected,1,0.0,0.0
761,1854,399,Undirected,1,0.0,0.0
762,601,279,Undirected,1,0.0,0.0
763,530,1005,Undirected,9,0.0,0.0
764,821,821,Undirected,3,0.0,0.0
765,489,1167,Undirected,2,0.0,0.0
766,1780,308,Undirected,9,0.0,0.0
767,1657,1130,Undirected,2,0.0,0.0
768,1176,1750,Undirected,6,0.0,0.0
769,682,1631,Undirected,5,0.0,0.0
770,1097,1031,Undirected,1,0.0,0.0
771,424,985,Undirected,37,0.0,0.0
772,626,1428,Undirected,1,0.0,0.0
773,769,1308,Undirected,1,0.0,0.0
774,537,1101,Undirected,3,0.0,0.0
775,369,369,Undirected,300,0.0,0.0
776,1681,1925,Undirected,1,0.0,0.0
777,1946,199,Undirected,13,0.0,0.0
778,1856,656,Undirected,2,0.0,0.0
779,893,669,Undirected,3,0.0,0.0
780,234,1564,Undirected,4,0.0,0.0
781,1101,406,Undirected,1,0.0,0.0
782,1818,1467,Undirected,6,0.0,0.0
783,1395,1079,Undirected,10,0.0,0.0
784,891,1747,Undirected,4,0.0,0.0
785,175,175,Undirected,1,0.0,0.0
786,1513,187,Undirected,14,0.0,0.0
787,12,1182,Undirected,2,0.0,0.0
788,625,1316,Undirected,8,0.0,0.0
789,923,1647,Undirected,4,0.0,0.0
790,1528,1310,Undirected,3,0.0,0.0
791,1546,1931,Undirected,1,0.0,0.0
792,304,585,Undirected,1,0.0,0.0
793,280,1254,Undirected,3,0.0,0.0
794,528,341,Undirected,3,0.0,0.0
795,1740,1254,Undirected,2,0.0,0.0
796,1372,711,Undirected,2,0.0,0.0
797,1840,1505,Undirected,2,0.0,0.0
798,1201,1931,Undirected,5,0.0,0.0
799,1051,860,Undirected,1,0.0,0.0
800,1828,1828,Undirected,144,0.0,0.0
801,250,1659,Undirected,7,0.0,0.0
802,68,1862,Undirected,4,0.0,0.0
803,1944,1491,Undirected,10,0.0,0.0
804,1725,1701,Undirected,5,0.0,0.0
805,1989,1087,Undirected,16,0.0,0.0
806,1491,1356,Undirected,1,0.0,0.0
807,1154,1979,Undirected,2,0.0,0.0
808,1474,1474,Undirected,3,0.0,0.0
809,1056,1476,Undirected,4,0.0,0.0
810,1476,1605,Undirected,9,0.0,0.0
811,1827,980,Undirected,29,0.0,0.0
812,1076,588,Undirected,9,0.0,0.0
813,377,635,Undirected,1,0.0,0.0
814,408,754,Undirected,12,5.432166893759698e-07,0.4673796031600783
815,970,1635,Undirected,13,0.0,0.0
816,1808,515,Undirected,1,0.0,0.0
817,812,1372,Undirected,6,0.0,0.0
818,1371,1382,Undirected,1,0.0,0.0
819,1860,1565,Undirected,1,0.0,0.0
820,832,1983,Undirected,2,0.0,0.0
821,378,1883,Undirected,3,0.0,0.0
822,1200,923,Undirected,22,0.0,0.0
823,1731,381,Undirected,1,0.0,0.0
824,920,1119,Undirected,1,0.0,0.0
825,601,1645,Undirected,1,0.0,0.0
826,1944,1356,Undirected,8,0.0,0.0
827,539,1883,Undirected,1,0.0,0.0
828,1097,1363,Undirected,7,0.0,0.0
829,135,135,Undirected,265,0.0,0.0
830,1984,1453,Undirected,4,0.0,0.0
831,1562,1341,Undirected,2,0.0,0.0
832,28,28,Undirected,489,0.0,0.0
833,222,1839,Undirected,1,0.0,0.0
834,1084,253,Undirected,2,0.0,0.0
835,909,799,Undirected,3,0.0,0.0
836,1833,1042,Undirected,19,0.0,0.0
837,824,1013,Undirected,1,0.0,0.0
838,1752,90,Undirected,2,0.0,0.0
839,425,510,Undirected,15,0.0,0.0
840,48,48,Undirected,62,0.0,0.0
841,1224,1553,Undirected,7,0.0,0.0
842,1317,1247,Undirected,11,0.0,0.0
843,506,1774,Undirected,1,0.0,0.0
844,1632,1813,Undirected,5,0.0,0.0
845,1395,1989,Undirected,1,0.0,0.0
846,219,219,Undirected,43,0.0,0.0
847,1450,1535,Undirected,7,0.0,0.0
848,1155,455,Undirected,5,0.0,0.0
849,1010,1093,Undirected,1,0.0,0.0
850,1594,228,Undirected,12,0.0,0.0
851,1385,1815,Undirected,4,0.0,0.0
852,1195,1086,Undirected,42,0.0,0.0
853,1756,1959,Undirected,26,0.0,0.0
854,1865,273,Undirected,1,0.0,0.0
855,1010,1909,Undirected,1,0.0,0.0
856,491,181,Undirected,1,0.0,0.0
857,1298,1926,Undirected,6,0.0,0.0
858,1819,1190,Undirected,1,0.0,0.0
859,185,823,Undirected,1,0.0,0.0
860,308,271,Undirected,2,0.0,0.0
861,1992,537,Undirected,3,0.0,0.0
862,1162,710,Undirected,101,0.0,0.0
863,1584,733,Undirected,1,0.0,0.0
864,1212,159,Undirected,1,0.0,0.0
865,1011,1846,Undirected,16,0.0,0.0
866,769,1459,Undirected,3,0.0,0.0
867,872,1129,Undirected,20,0.0,0.0
868,440,621,Undirected,2,0.0,0.0
869,1383,1647,Undirected,1,0.0,0.0
870,1412,447,Undirected,17,0.0,0.0
871,969,1781,Undirected,4,0.0,0.0
872,1537,25,Undirected,3,0.0,0.0
873,556,285,Undirected,3,0.0,0.0
874,1450,290,Undirected,41,0.0,0.0
875,1211,20,Undirected,2,0.0,0.0
876,1969,637,Undirected,1,0.0,0.0
877,1720,1375,Undirected,37,0.0,0.0
878,1757,1757,Undirected,73,0.0,0.0
879,545,687,Undirected,1,0.0,0.0
880,1035,1766,Undirected,30,0.0,0.0
881,1509,1959,Undirected,233,0.0,0.0
882,969,309,Undirected,8,0.0,0.0
883,1395,1627,Undirected,8,3.235145784084196e-07,0.27834953938312484
884,1035,1395,Undirected,9,0.0,0.0
885,1074,1324,Undirected,12,0.0,0.0
886,1774,1607,Undirected,1,0.0,0.0
887,1571,1919,Undirected,1,0.0,0.0
888,929,1028,Undirected,1,0.0,0.0
889,780,1079,Undirected,1,0.0,0.0
890,1136,769,Undirected,2,0.0,0.0
891,778,1916,Undirected,3,0.0,0.0
892,774,1855,Undirected,1,0.0,0.0
893,40,1770,Undirected,16,0.0,0.0
894,105,990,Undirected,2,0.0,0.0
895,856,1049,Undirected,3,0.0,0.0
896,733,615,Undirected,10,0.0,0.0
897,611,1148,Undirected,2,0.0,0.0
898,1983,839,Undirected,2,2.8962427774829487e-07,0.249190576517494
899,1896,43,Undirected,2,0.0,0.0
900,1959,1511,Undirected,10,0.0,0.0
901,1662,1662,Undirected,90,0.0,0.0
902,1434,1219,Undirected,5,0.0,0.0
903,1674,1834,Undirected,60,0.0,0.0
904,410,829,Undirected,1,0.0,0.0
905,1727,663,Undirected,4,0.0,0.0
906,797,902,Undirected,3,0.0,0.0
907,1074,1548,Undirected,2,0.0,0.0
908,1086,911,Undirected,1,0.0,0.0
909,1579,1437,Undirected,2,0.0,0.0
910,761,438,Undirected,2,0.0,0.0
911,596,751,Undirected,32,0.0,0.0
912,1274,420,Undirected,17,0.0,0.0
913,1491,1159,Undirected,12,0.0,0.0
914,1874,627,Undirected,3,0.0,0.0
915,1490,1077,Undirected,1,0.0,0.0
916,1925,1734,Undirected,1,0.0,0.0
917,1945,1803,Undirected,3,0.0,0.0
918,1739,1783,Undirected,8,0.0,0.0
919,1584,1162,Undirected,18,0.0,0.0
920,837,662,Undirected,21,0.0,0.0
921,1696,198,Undirected,12,0.0,0.0
922,1208,724,Undirected,2,0.0,0.0
923,1962,1962,Undirected,60,0.0,0.0
924,500,941,Undirected,2,0.0,0.0
925,1531,692,Undirected,2,0.0,0.0
926,729,733,Undirected,2,0.0,0.0
927,1434,947,Undirected,8,0.0,0.0
928,985,985,Undirected,880,0.0,0.0
929,836,836,Undirected,19,0.0,0.0
930,689,1324,Undirected,1,0.0,0.0
931,1404,1758,Undirected,8,0.0,0.0
932,1410,810,Undirected,2,0.0,0.0
933,1739,1044,Undirected,1,0.0,0.0
934,1032,1318,Undirected,4,0.0,0.0
935,251,901,Undirected,18,0.0,0.0
936,857,857,Undirected,36,0.0,0.0
937,1593,1079,Undirected,17,0.0,0.0
938,725,1815,Undirected,1,0.0,0.0
939,1824,1804,Undirected,2,0.0,0.0
940,396,1630,Undirected,10,0.0,0.0
941,576,1330,Undirected,1,0.0,0.0
942,1714,975,Undirected,2,0.0,0.0
943,898,1916,Undirected,2,0.0,0.0
944,977,977,Undirected,22,0.0,0.0
945,336,410,Undirected,1,0.0,0.0
946,1360,931,Undirected,9,0.0,0.0
947,1969,1281,Undirected,41,0.0,0.0
948,1042,1607,Undirected,2,0.0,0.0
949,1972,421,Undirected,8,2.6166314548361643e-07,0.22513302608253863
950,1778,1964,Undirected,1,0.0,0.0
951,1033,980,Undirected,1,0.0,0.0
952,1009,1079,Undirected,15,0.0,0.0
953,1460,695,Undirected,1,0.0,0.0
954,275,764,Undirected,9,0.0,0.0
955,1027,1788,Undirected,1,0.0,0.0
956,406,1903,Undirected,1,0.0,0.0
957,1705,807,Undirected,9,0.0,0.0
958,1434,1973,Undirected,10,0.0,0.0
959,178,1938,Undirected,12,0.0,0.0
960,1737,1534,Undirected,9,0.0,0.0
961,178,1996,Undirected,1,0.0,0.0
962,832,1292,Undirected,15,0.0,0.0
963,969,1668,Undirected,1,0.0,0.0
964,1827,1837,Undirected,23,0.0,0.0
965,81,1463,Undirected,2,0.0,0.0
966,0,871,Undirected,1,0.0,0.0
967,818,118,Undirected,5,0.0,0.0
968,1101,1101,Undirected,98,0.0,0.0
969,1992,1992,Undirected,51,0.0,0.0
970,1720,1195,Undirected,2,0.0,0.0
971,726,726,Undirected,46,0.0,0.0
972,728,1828,Undirected,1,0.0,0.0
973,780,1838,Undirected,1,0.0,0.0
974,1832,608,Undirected,10,0.0,0.0
975,1360,1689,Undirected,5,0.0,0.0
976,506,1268,Undirected,8,0.0,0.0
977,699,699,Undirected,101,0.0,0.0
978,1101,781,Undirected,2,0.0,0.0
979,627,734,Undirected,10,0.0,0.0
980,1141,887,Undirected,2,0.0,0.0
981,524,1005,Undirected,3,0.0,0.0
982,579,301,Undirected,1,0.0,0.0
983,1510,1406,Undirected,1,0.0,0.0
984,991,1527,Undirected,2,0.0,0.0
985,388,253,Undirected,1,0.0,0.0
986,1656,1094,Undirected,31,0.0,0.0
987,1664,1178,Undirected,19,0.0,0.0
988,1855,1647,Undirected,1,0.0,0.0
989,1531,1300,Undirected,1,0.0,0.0
990,772,863,Undirected,2,0.0,0.0
991,1269,1159,Undirected,2,0.0,0.0
992,1451,1519,Undirected,6,0.0,0.0
993,1216,1757,Undirected,3,0.0,0.0
994,410,909,Undirected,7,0.0,0.0
995,1639,799,Undirected,1,0.0,0.0
996,506,1639,Undirected,4,0.0,0.0
997,934,255,Undirected,12,0.0,0.0
998,1288,1020,Undirected,2,0.0,0.0
999,1018,1219,Undirected,17,0.0,0.0
1000,1924,1598,Undirected,11,0.0,0.0
1001,1680,627,Undirected,6,0.0,0.0
1002,165,807,Undirected,7,0.0,0.0
1003,1938,1758,Undirected,2,0.0,0.0
1004,369,1420,Undirected,3,0.0,0.0
1005,341,205,Undirected,2,0.0,0.0
1006,978,1292,Undirected,1,0.0,0.0
1007,749,1367,Undirected,1,0.0,0.0
1008,74,462,Undirected,4,0.0,0.0
1009,242,242,Undirected,4,0.0,0.0
1010,1855,1679,Undirected,1,0.0,0.0
1011,64,1820,Undirected,2,0.0,0.0
1012,774,774,Undirected,85,0.0,0.0
1013,1796,1796,Undirected,16,0.0,0.0
1014,275,1325,Undirected,7,0.0,0.0
1015,341,102,Undirected,5,0.0,0.0
1016,1627,580,Undirected,53,0.0,0.0
1017,451,1103,Undirected,1,0.0,0.0
1018,1338,1379,Undirected,9,0.0,0.0
1019,513,1391,Undirected,2,0.0,0.0
1020,356,1638,Undirected,4,0.0,0.0
1021,1448,1447,Undirected,1,0.0,0.0
1022,1945,1283,Undirected,1,0.0,0.0
1023,844,588,Undirected,2,0.0,0.0
1024,1320,516,Undirected,8,0.0,0.0
1025,1688,1066,Undirected,19,0.0,0.0
1026,1987,1987,Undirected,537,0.0,0.0
1027,627,939,Undirected,29,0.0,0.0
1028,89,1890,Undirected,13,0.0,0.0
1029,1161,199,Undirected,4,0.0,0.0
1030,1876,1566,Undirected,8,0.0,0.0
1031,308,1375,Undirected,95,0.0,0.0
1032,745,438,Undirected,1,0.0,0.0
1033,1340,1399,Undirected,1,0.0,0.0
1034,1677,62,Undirected,33,0.0,0.0
1035,1875,1383,Undirected,5,4.745279628146829e-07,0.408280333219265
1036,532,1991,Undirected,1,0.0,0.0
1037,27,1621,Undirected,18,0.0,0.0
1038,1628,1199,Undirected,16,0.0,0.0
1039,1915,204,Undirected,1,0.0,0.0
1040,1398,1398,Undirected,13,0.0,0.0
1041,1311,1311,Undirected,16,0.0,0.0
1042,400,1873,Undirected,14,0.0,0.0
1043,1281,853,Undirected,2,0.0,0.0
1044,308,1455,Undirected,3,0.0,0.0
1045,1837,1357,Undirected,11,0.0,0.0
1046,1856,1675,Undirected,16,0.0,0.0
1047,231,231,Undirected,62,0.0,0.0
1048,685,685,Undirected,68,0.0,0.0
1049,800,1354,Undirected,1,0.0,0.0
1050,1584,1571,Undirected,1,0.0,0.0
1051,1377,819,Undirected,3,0.0,0.0
1052,369,1141,Undirected,3,0.0,0.0
1053,880,1813,Undirected,3,0.0,0.0
1054,772,494,Undirected,2,0.0,0.0
1055,984,1588,Undirected,2,0.0,0.0
1056,1490,1570,Undirected,1,0.0,0.0
1057,1381,1279,Undirected,1,0.0,0.0
1058,1242,229,Undirected,40,0.0,0.0
1059,1569,359,Undirected,3,8.229636516793207e-07,0.7080718108622694
1060,1593,908,Undirected,2,0.0,0.0
1061,890,1159,Undirected,2,0.0,0.0
1062,693,655,Undirected,2,0.0,0.0
1063,1457,1060,Undirected,2,0.0,0.0
1064,1780,1551,Undirected,2,0.0,0.0
1065,1208,1208,Undirected,82,0.0,0.0
1066,356,1285,Undirected,2,0.0,0.0
1067,1585,251,Undirected,6,0.0,0.0
1068,1098,317,Undirected,2,0.0,0.0
1069,1602,1141,Undirected,4,0.0,0.0
1070,1071,1799,Undirected,1,0.0,0.0
1071,969,1932,Undirected,2,0.0,0.0
1072,1320,861,Undirected,1,0.0,0.0
1073,322,853,Undirected,10,0.0,0.0
1074,1786,133,Undirected,131,0.0,0.0
1075,772,799,Undirected,1,0.0,0.0
1076,1400,1646,Undirected,8,0.0,0.0
1077,1333,1333,Undirected,27,0.0,0.0
1078,1136,1595,Undirected,3,0.0,0.0
1079,783,783,Undirected,62,0.0,0.0
1080,976,1214,Undirected,5,0.0,0.0
1081,1955,860,Undirected,1,0.0,0.0
1082,607,607,Undirected,2,0.0,0.0
1083,923,342,Undirected,2,0.0,0.0
1084,984,1250,Undirected,5,0.0,0.0
1085,1371,1371,Undirected,88,0.0,0.0
1086,708,1188,Undirected,3,0.0,0.0
1087,27,310,Undirected,7,0.0,0.0
1088,1641,1491,Undirected,7,0.0,0.0
1089,825,916,Undirected,8,0.0,0.0
1090,1296,1845,Undirected,2,0.0,0.0
1091,1204,780,Undirected,1,0.0,0.0
1092,882,882,Undirected,98,0.0,0.0
1093,756,1630,Undirected,3,0.0,0.0
1094,1484,567,Undirected,52,0.0,0.0
1095,1584,1734,Undirected,1,0.0,0.0
1096,1467,959,Undirected,2,0.0,0.0
1097,1948,574,Undirected,1,0.0,0.0
1098,1603,459,Undirected,7,0.0,0.0
1099,1676,1052,Undirected,1,0.0,0.0
1100,1160,541,Undirected,253,0.0,0.0
1101,1594,1166,Undirected,3,0.0,0.0
1102,1820,765,Undirected,12,0.0,0.0
1103,544,1395,Undirected,2,0.0,0.0
1104,1563,1383,Undirected,38,0.0,0.0
1105,984,898,Undirected,7,0.0,0.0
1106,1187,78,Undirected,3,0.0,0.0
1107,1928,612,Undirected,1,0.0,0.0
1108,1510,191,Undirected,1,0.0,0.0
1109,969,1855,Undirected,9,0.0,0.0
1110,1500,1023,Undirected,2,0.0,0.0
1111,1081,79,Undirected,4,0.0,0.0
1112,1349,1374,Undirected,4,0.0,0.0
1113,1396,165,Undirected,5,0.0,0.0
1114,1248,1319,Undirected,2,0.0,0.0
1115,1720,1681,Undirected,1,0.0,0.0
1116,772,1679,Undirected,1,0.0,0.0
1117,1928,28,Undirected,1,0.0,0.0
1118,1345,155,Undirected,7,0.0,0.0
1119,995,612,Undirected,7,0.0,0.0
1120,1912,122,Undirected,3,0.0,0.0
1121,1618,1141,Undirected,1,0.0,0.0
1122,112,112,Undirected,27,0.0,0.0
1123,1097,1322,Undirected,8,0.0,0.0
1124,939,1671,Undirected,2,0.0,0.0
1125,1680,1297,Undirected,2,0.0,0.0
1126,1639,1639,Undirected,263,0.0,0.0
1127,1082,967,Undirected,2,0.0,0.0
1128,1380,1404,Undirected,13,0.0,0.0
1129,651,1700,Undirected,1,0.0,0.0
1130,835,822,Undirected,1,0.0,0.0
1131,1243,1243,Undirected,1,0.0,0.0
1132,1092,1909,Undirected,1,0.0,0.0
1133,56,612,Undirected,1,0.0,0.0
1134,68,68,Undirected,167,0.0,0.0
1135,382,1351,Undirected,15,0.0,0.0
1136,1963,1510,Undirected,2,0.0,0.0
1137,1748,119,Undirected,4,0.0,0.0
1138,178,1375,Undirected,3,0.0,0.0
1139,972,941,Undirected,1,0.0,0.0
1140,1896,1321,Undirected,5,0.0,0.0
1141,1484,455,Undirected,3,0.0,0.0
1142,432,1853,Undirected,8,0.0,0.0
1143,1728,1935,Undirected,10,0.0,0.0
1144,994,1588,Undirected,1,0.0,0.0
1145,678,1399,Undirected,3,0.0,0.0
1146,1930,1930,Undirected,32,0.0,0.0
1147,769,470,Undirected,3,0.0,0.0
1148,12,1831,Undirected,12,0.0,0.0
1149,976,1769,Undirected,1,0.0,0.0
1150,1464,1628,Undirected,1,0.0,0.0
1151,1979,1429,Undirected,2,0.0,0.0
1152,1420,1254,Undirected,3,0.0,0.0
1153,1618,989,Undirected,3,0.0,0.0
1154,818,1287,Undirected,1,0.0,0.0
1155,1000,273,Undirected,1,0.0,0.0
1156,394,1628,Undirected,1,0.0,0.0
1157,1800,1223,Undirected,5,0.0,0.0
1158,979,1959,Undirected,4,0.0,0.0
1159,1089,1089,Undirected,51,0.0,0.0
1160,1776,1745,Undirected,6,0.0,0.0
1161,1048,187,Undirected,2,0.0,0.0
1162,980,1780,Undirected,5,0.0,0.0
1163,1725,1998,Undirected,5,0.0,0.0
1164,1890,1707,Undirected,5,0.0,0.0
1165,1922,476,Undirected,1,0.0,0.0
1166,1185,738,Undirected,12,0.0,0.0
1167,1462,1847,Undirected,1,0.0,0.0
1168,1250,1518,Undirected,1,0.0,0.0
1169,1113,1113,Undirected,62,0.0,0.0
1170,1401,787,Undirected,3,0.0,0.0
1171,1033,1618,Undirected,86,0.0,0.0
1172,738,765,Undirected,15,0.0,0.0
1173,1115,1469,Undirected,6,0.0,0.0
1174,1312,770,Undirected,3,0.0,0.0
1175,672,1264,Undirected,1,0.0,0.0
1176,424,1824,Undirected,30,0.0,0.0
1177,1289,1279,Undirected,6,0.0,0.0
1178,1491,1727,Undirected,1,0.0,0.0
1179,1360,197,Undirected,19,0.0,0.0
1180,1349,559,Undirected,1,0.0,0.0
1181,1137,574,Undirected,2,0.0,0.0
1182,253,893,Undirected,2,0.0,0.0
1183,944,1899,Undirected,12,0.0,0.0
1184,1377,1739,Undirected,4,0.0,0.0
1185,1745,1229,Undirected,3,0.0,0.0
1186,436,1196,Undirected,3,0.0,0.0
1187,1218,1210,Undirected,2,0.0,0.0
1188,1317,134,Undirected,4,0.0,0.0
1189,1965,1965,Undirected,24,0.0,0.0
1190,1539,1331,Undirected,6,0.0,0.0
1191,1356,1639,Undirected,1,0.0,0.0
1192,1553,1451,Undirected,12,0.0,0.0
1193,1089,1267,Undirected,1,0.0,0.0
1194,1602,1155,Undirected,27,0.0,0.0
1195,1819,1621,Undirected,9,0.0,0.0
1196,1841,342,Undirected,2,0.0,0.0
1197,1763,1756,Undirected,23,0.0,0.0
1198,1884,773,Undirected,1,0.0,0.0
1199,1448,1945,Undirected,1,0.0,0.0
1200,1152,1126,Undirected,1,0.0,0.0
1201,1763,1959,Undirected,1,0.0,0.0
1202,1862,1383,Undirected,10,0.0,0.0
1203,1944,1162,Undirected,33,0.0,0.0
1204,350,790,Undirected,1,0.0,0.0
1205,1324,20,Undirected,1,0.0,0.0
1206,1715,558,Undirected,1,0.0,0.0
1207,516,717,Undirected,1,0.0,0.0
1208,928,778,Undirected,22,0.0,0.0
1209,1680,1020,Undirected,1,0.0,0.0
1210,1187,755,Undirected,27,0.0,0.0
1211,994,1485,Undirected,1,0.0,0.0
1212,982,982,Undirected,27,0.0,0.0
1213,457,230,Undirected,1,0.0,0.0
1214,1097,421,Undirected,2,0.0,0.0
1215,1662,7,Undirected,10,0.0,0.0
1216,1476,1510,Undirected,16,0.0,0.0
1217,756,1175,Undirected,3,0.0,0.0
1218,528,1852,Undirected,1,0.0,0.0
1219,1658,1159,Undirected,1,0.0,0.0
1220,1289,1755,Undirected,17,6.946770360033132e-07,0.5976949599700769
1221,1305,301,Undirected,2,0.0,0.0
1222,1587,1710,Undirected,2,0.0,0.0
1223,1155,853,Undirected,75,0.0,0.0
1224,1708,286,Undirected,2,0.0,0.0
1225,672,1473,Undirected,1,0.0,0.0
1226,1592,1214,Undirected,11,0.0,0.0
1227,1101,518,Undirected,6,0.0,0.0
1228,1049,1605,Undirected,8,0.0,0.0
1229,920,1765,Undirected,1,0.0,0.0
1230,1568,1400,Undirected,28,0.0,0.0
1231,20,1548,Undirected,1,0.0,0.0
1232,288,57,Undirected,3,0.0,0.0
1233,173,862,Undirected,5,0.0,0.0
1234,1267,879,Undirected,8,0.0,0.0
1235,1273,775,Undirected,3,0.0,0.0
1236,1446,1446,Undirected,3,0.0,0.0
1237,169,741,Undirected,6,0.0,0.0
