Plantlabel,PlantlabelDNA,Replicate,Generation,Soil,Soilline,Pollinationline,Herbivoryline,Treatment,Native_soil,Seedssowedout,Germination,Germinationrate,Weightperseed,NbFlowers,Height,leaf_size,Lengthperbranch,Timetofirstflower,Flowerproduction,Flowerdiameter,Petal_length,Petal_width,Style,Stamen,Herkogamy,Visits,MatriceNB
RB_TinT_NH_B_10,RB_TT_NH_B_10,B,10,T,T,B,NH,TTBNH,1,6,6,100,2.24,3,43.1,12.035,11.8,24,28,13.235,0.9715,0.4655,0.8885,0.6685,0.22,1,M38
RB_TinT_NH_B_11,RB_TT_NH_B_11,B,10,T,T,B,NH,TTBNH,1,6,6,100,3.4,9,43.2,9.48,8.8,22,34,13.105,0.9635,0.384,0.962,0.658,0.304,0,M38
RB_TinT_NH_B_12,RB_TT_NH_B_12,B,10,T,T,B,NH,TTBNH,1,6,6,100,3,11,44.3,15.4,10.2,22,35,15.375,1.1155,0.53,1.081,0.671,0.41,NA,NA
RB_TinT_NH_B_13,RB_TT_NH_B_13,B,10,T,T,B,NH,TTBNH,1,6,6,100,2.43,17,35.1,10.585,11.6,23,32,NA,NA,NA,NA,NA,NA,1,M54
RB_TinT_NH_B_14,RB_TT_NH_B_14,B,10,T,T,B,NH,TTBNH,1,6,6,100,3.291666667,6,44.7,11.455,9.2,24,25,15.235,0.5215,0.4505,1.101,0.6545,0.4465,0,M38
RB_TinT_NH_B_15,RB_TT_NH_B_15,B,10,T,T,B,NH,TTBNH,1,6,6,100,3.441666667,11,51.4,15.84,15.7,24,32,NA,NA,NA,NA,NA,NA,2,M54
RB_TinT_NH_B_16,RB_TT_NH_B_16,B,10,T,T,B,NH,TTBNH,1,6,6,100,2.436363636,18,37.7,18.13,25.2,23,34,14.545,0.949,0.47,0.836,0.6385,0.1975,1,M54
RB_TinT_NH_B_17,RB_TT_NH_B_17,B,10,T,T,B,NH,TTBNH,1,6,5,83.33333333,1.936363636,7,47.9,6.46,19.4,22,48,12.78,0.943,0.403,0.889,0.571,0.318,0,M38
RB_TinT_NH_B_18,RB_TT_NH_B_18,B,10,T,T,B,NH,TTBNH,1,6,5,83.33333333,2.654545455,19,43.2,12.46,27.5,25,36,16.47,1.0985,0.529,0.9455,0.6735,0.272,0,M54
RB_TinT_NH_B_20,RB_TT_NH_B_20,B,10,T,T,B,NH,TTBNH,1,6,6,100,2.872727273,0,35.8,7.15,22.9,20,33,12.24,0.801,0.417,0.473,0.48,0.007,NA,NA
RB_TinT_NH_B_07,RB_TT_NH_B_07,B,10,T,T,B,NH,TTBNH,1,5,5,100,2.772727273,0,48.4,12.15,18.3,24,29,NA,NA,NA,NA,NA,NA,0,M36
RB_TinT_NH_B_21,RB_TT_NH_B_21,B,10,T,T,B,NH,TTBNH,1,6,4,66.66666667,2.76,4,41.8,6.21,16.4,21,30,12.7,0.6545,0.546,0.59,0.5165,0.0735,0,M40
RB_TinT_NH_B_22,RB_TT_NH_B_22,B,10,T,T,B,NH,TTBNH,1,6,6,100,2.636363636,6,40.4,9.36,17.1,22,40,13.3,0.933,0.41,1.419,0.783,0.636,NA,NA
RB_TinT_NH_B_23,RB_TT_NH_B_23,B,10,T,T,B,NH,TTBNH,1,6,3,50,2.733333333,9,41.8,14.21,9.1,24,36,13.895,0.7745,0.394,1.1325,0.6735,0.459,0,M10
RB_TinT_NH_B_24,RB_TT_NH_B_24,B,10,T,T,B,NH,TTBNH,1,6,6,100,3,20,45.3,21.2,16.1,24,41,16.15,0.989,0.4805,1.134,0.6245,0.5095,1,M10
RB_TinT_NH_B_25,RB_TT_NH_B_25,B,10,T,T,B,NH,TTBNH,1,6,6,100,2.223076923,14,50.8,15.05,21.4,24,39,14.695,0.91,0.43,0.982,0.676,0.306,0,M10
RB_TinT_NH_B_26,RB_TT_NH_B_26,B,10,T,T,B,NH,TTBNH,1,6,4,66.66666667,2.25,3,54.3,11.455,0,21,35,13.66,1.029,0.453,0.846,0.6,0.246,0,M56
RB_TinT_NH_B_27,RB_TT_NH_B_27,B,10,T,T,B,NH,TTBNH,1,6,3,50,2.375,5,44.7,16.45,10.7,22,37,12.11,1.064,0.511,0.588,0.596,0.008,1,M10
RB_TinT_NH_B_08,RB_TT_NH_B_08,B,10,T,T,B,NH,TTBNH,1,5,4,80,3.23,0,45.8,12.15,32.1,25,24,12.1,0.8155,0.385,0.507,0.66,0.153,1,M33
RB_TinT_NH_B_30,RB_TT_NH_B_30,B,10,T,T,B,NH,TTBNH,1,6,6,100,3.2,1,57.2,7.83,15.7,21,35,11.15,0.7075,0.3625,0.5525,0.477,0.0755,NA,NA
RB_TinT_NH_B_31,RB_TT_NH_B_31,B,10,T,T,B,NH,TTBNH,1,6,6,100,2.536363636,3,42.7,9.49,23.9,20,36,12.5,1.015,0.499,0.929,0.6595,0.2695,0,M55
RB_TinT_NH_B_09,RB_TT_NH_B_09,B,10,T,T,B,NH,TTBNH,1,4,3,75,4.344444444,2,45.4,10.375,0,23,33,NA,NA,NA,NA,NA,NA,1,M36
RB_TinT_NH_B_32,RB_TT_NH_B_32,B,10,T,T,B,NH,TTBNH,1,6,5,83.33333333,2.084615385,11,44.4,23.165,26.2,21,27,13.82,1.0135,0.5745,0.7765,0.591,0.1855,2,M56
RB_TinT_NH_B_33,RB_TT_NH_B_33,B,10,T,T,B,NH,TTBNH,1,6,6,100,2.43,7,48,11.44,22.1,22,46,13.465,0.921,0.406,0.785,0.5485,0.2365,NA,NA
RB_TinT_NH_B_34,RB_TT_NH_B_34,B,10,T,T,B,NH,TTBNH,1,6,6,100,2.733333333,4,43.6,10.75,4.4,24,24,11.815,0.929,0.4615,0.5755,0.6025,0.027,1,M55
RB_TinT_NH_B_35,RB_TT_NH_B_35,B,10,T,T,B,NH,TTBNH,1,4,4,100,2.853846154,3,41.4,9.085,17.7,21,24,11.22,0.794,0.413,0.532,0.57,0.101,1,M55
RB_TinT_NH_B_36,RB_TT_NH_B_36,B,10,T,T,B,NH,TTBNH,1,4,4,100,2.4,8,42.2,9.72,0,24,31,14.335,1.016,0.471,1.0845,0.5955,0.489,0,M56
RB_TinT_NH_B_37,RB_TT_NH_B_37,B,10,T,T,B,NH,TTBNH,1,4,3,75,3.109090909,5,40.8,13.94,9.7,22,26,14.615,1.044,0.5275,1.396,0.6495,0.7465,NA,NA
RB_TinT_NH_B_38,RB_TT_NH_B_38,B,10,T,T,B,NH,TTBNH,1,4,4,100,2.245454545,8,44.5,10.68,22.3,21,29,11.935,0.8165,0.391,0.5415,0.5755,0.2,1,M40
RB_TinT_NH_B_39,RB_TT_NH_B_39,B,10,T,T,B,NH,TTBNH,1,4,4,100,1.716666667,3,46.5,12.54,0,21,36,NA,NA,NA,NA,NA,NA,NA,NA
RB_TinT_NH_B_40,RB_TT_NH_B_40,B,10,T,T,B,NH,TTBNH,1,4,3,75,1.9,3,21.1,20.165,10,24,21,13.66,0.9525,0.4265,0.701,0.519,0.182,0,M56
RA_TinL_H_H_01,RA_TL_H_H_01,A,10,L,T,H,H,TLHH,0,6,6,100,2.12,3,34,3.225,7.5,21,11,10.24,0.706,0.3515,0.3415,0.5305,0.189,0,M45
RA_TinL_H_H_02,RA_TL_H_H_02,A,10,L,T,H,H,TLHH,0,6,5,83.33333333,2.809090909,3,35.8,6.8,28.3,21,20,12.98,0.506,0.467,0.7025,0.641,0.0615,0,M3
RA_TinL_H_H_03,RA_TL_H_H_03,A,10,L,T,H,H,TLHH,0,6,6,100,2.94,1,16.6,8.47,0,22,17,11.675,0.8845,0.4345,0.606,0.66,0.097,0,M45
RA_TinL_H_H_04,RA_TL_H_H_04,A,10,L,T,H,H,TLHH,0,5,4,80,2.9,1,13.8,3.995,0,19,5,NA,NA,NA,NA,NA,NA,0,M45
RA_TinL_H_H_05,RA_TL_H_H_05,A,10,L,T,H,H,TLHH,0,6,6,100,1.409090909,1,11.6,4.59,4.5,20,5,NA,NA,NA,NA,NA,NA,0,M45
RA_TinL_H_H_06,RA_TL_H_H_06,A,10,L,T,H,H,TLHH,0,6,5,83.33333333,1.5,3,37.4,1.76,6.7,21,7,7.01,0.813,0.349,0.836,0.517,0.319,0,M3
RA_TinL_H_H_07,RA_TL_H_H_07,A,10,L,T,H,H,TLHH,0,6,4,66.66666667,3.172727273,4,35.4,9.8,0,21,23,13.78,0.5285,0.4685,0.8085,0.608,0.2005,1,M3
RA_TinL_H_H_08,RA_TL_H_H_08,A,10,L,T,H,H,TLHH,0,6,6,100,2.03,5,32.2,5.84,8.2,23,21,11.255,0.5935,0.365,0.863,0.5665,0.2965,0,M3
RA_TinL_H_H_09,RA_TL_H_H_09,A,10,L,T,H,H,TLHH,0,6,5,83.33333333,1.675,8,29,6.51,13.7,20,25,10.68,0.855,0.369,0.674,0.6095,0.0875,NA,NA
RA_TinL_H_H_10,RA_TL_H_H_10,A,10,L,T,H,H,TLHH,0,6,6,100,2.7,5,31.9,5.7,15.9,20,27,NA,NA,NA,NA,NA,NA,0,M47
RA_TinL_H_H_11,RA_TL_H_H_11,A,10,L,T,H,H,TLHH,0,6,6,100,2.509090909,10,38.9,5.415,0,22,21,12.9,0.9455,0.446,0.8565,0.606,0.2505,0,M8
RA_TinL_H_H_12,RA_TL_H_H_12,A,10,L,T,H,H,TLHH,0,6,5,83.33333333,2.05,4,33.2,5.985,6.1,26,33,14.42,1.161,0.398,1.062,0.704,0.358,0,M8
RA_TinL_H_H_13,RA_TL_H_H_13,A,10,L,T,H,H,TLHH,0,6,6,100,2.630769231,2,28.6,6.2,24.5,24,11,NA,NA,NA,NA,NA,NA,NA,NA
RA_TinL_H_H_14,RA_TL_H_H_14,A,10,L,T,H,H,TLHH,0,6,6,100,2.427272727,5,37.8,4.93,10.4,19,20,12.2,1.042,0.388,1.292,0.534,0.758,1,M47
RA_TinL_H_H_15,RA_TL_H_H_15,A,10,L,T,H,H,TLHH,0,6,5,83.33333333,2.085714286,5,31.7,6.93,8.3,21,19,13.42,0.9175,0.379,0.6985,0.625,0.0855,1,M8
RA_TinL_H_H_16,RA_TL_H_H_16,A,10,L,T,H,H,TLHH,0,6,6,100,1.74,5,31.9,5.64,3.1,20,25,14.255,0.971,0.4935,0.732,0.603,0.129,2,M47
RA_TinL_H_H_17,RA_TL_H_H_17,A,10,L,T,H,H,TLHH,0,6,5,83.33333333,1.518181818,3,33.2,6.16,16,23,18,13.21,0.9575,0.4185,0.706,0.6325,0.2205,0,M47
RA_TinL_H_H_18,RA_TL_H_H_18,A,10,L,T,H,H,TLHH,0,6,6,100,3.3,3,25.3,7.75,16.4,21,27,10.94,0.6755,0.356,0.527,0.5525,0.0255,0,M8
RA_TinL_H_H_19,RA_TL_H_H_19,A,10,L,T,H,H,TLHH,0,6,1,16.66666667,2.15,11,14.4,4.24,17.5,21,21,12.605,0.89,0.395,0.7165,0.5205,0.196,1,M16
RA_TinL_H_H_20,RA_TL_H_H_20,A,10,L,T,H,H,TLHH,0,6,4,66.66666667,0.927272727,8,15.7,3,14.8,19,18,12,0.8715,0.3575,0.656,0.5225,0.1335,0,M16
RA_TinL_H_H_21,RA_TL_H_H_21,A,10,L,T,H,H,TLHH,0,6,5,83.33333333,1.491666667,8,33.4,4.725,9.8,19,16,12.37,0.8025,0.4335,0.771,0.628,0.143,0,M16
RA_TinL_H_H_22,RA_TL_H_H_22,A,10,L,T,H,H,TLHH,0,6,6,100,2.94,10,21.5,6.12,8.8,20,27,13.045,0.9025,0.3985,0.768,0.5905,0.1775,0,M17
RA_TinL_H_H_23,RA_TL_H_H_23,A,10,L,T,H,H,TLHH,0,6,6,100,3.02,10,30.6,5.72,17.3,20,18,14.305,0.99,0.49,0.7795,0.5195,0.26,1,M17
RA_TinL_H_H_24,RA_TL_H_H_24,A,10,L,T,H,H,TLHH,0,6,5,83.33333333,2.06,5,26.4,8.75,0,23,17,11.175,0.8165,0.416,0.411,0.544,0.133,0,M16
RA_TinL_H_H_25,RA_TL_H_H_25,A,10,L,T,H,H,TLHH,0,6,6,100,2.509090909,2,25.4,7.685,2.4,25,15,NA,NA,NA,NA,NA,NA,NA,NA
RA_TinL_H_H_26,RA_TL_H_H_26,A,10,L,T,H,H,TLHH,0,6,3,50,1.781818182,2,32.7,6.86,7.1,23,19,12.575,0.742,0.3705,0.5355,0.3995,0.136,NA,NA
RA_TinL_H_H_27,RA_TL_H_H_27,A,10,L,T,H,H,TLHH,0,6,6,100,2.690909091,8,16.6,6.05,18.4,21,22,14.255,1.0525,0.4995,0.6765,0.5595,0.117,1,M17
RA_TinL_H_H_28,RA_TL_H_H_28,A,10,L,T,H,H,TLHH,0,6,6,100,1.972727273,14,28.9,5.46,39.1,19,21,12.935,0.853,0.4445,0.7035,0.614,0.0895,0,M14
RA_TinL_H_H_29,RA_TL_H_H_29,A,10,L,T,H,H,TLHH,0,6,6,100,1.6,11,18.2,4.3,5.3,19,33,13.61,1.024,0.4325,0.774,0.614,0.16,0,M14
RA_TinL_H_H_30,RA_TL_H_H_30,A,10,L,T,H,H,TLHH,0,6,6,100,2.285714286,NA,NA,NA,NA,19,NA,15.25,0.9955,0.4505,0.7355,0.5405,0.195,0,M14
RA_TinL_H_H_31,RA_TL_H_H_31,A,10,L,T,H,H,TLHH,0,6,4,66.66666667,3.053846154,3,36,4.8,6.2,21,8,NA,NA,NA,NA,NA,NA,NA,NA
RA_TinL_H_H_32,RA_TL_H_H_32,A,10,L,T,H,H,TLHH,0,6,6,100,2.62,5,33.2,4.76,0,24,25,12.585,0.8555,0.4135,0.543,0.591,0.048,NA,NA
RA_TinL_H_H_33,RA_TL_H_H_33,A,10,L,T,H,H,TLHH,0,6,6,100,2.7,10,25.9,8.61,18.2,26,16,12.22,0.6405,0.389,0.8345,0.5435,0.291,0,M11
RA_TinL_H_H_34,RA_TL_H_H_34,A,10,L,T,H,H,TLHH,0,6,6,100,1.914285714,9,17.9,4.9,19.8,20,14,12.53,0.8665,0.442,0.625,0.5665,0.1015,0,M11
RA_TinL_H_H_35,RA_TL_H_H_35,A,10,L,T,H,H,TLHH,0,6,6,100,2.3,9,23.9,4.44,3.3,20,19,12.335,0.8475,0.3925,0.898,0.59,0.308,NA,NA
RA_TinL_H_H_36,RA_TL_H_H_36,A,10,L,T,H,H,TLHH,0,6,6,100,1.718181818,7,21.8,4.32,30.8,22,13,NA,NA,NA,NA,NA,NA,0,M11
RA_TinL_H_H_37,RA_TL_H_H_37,A,10,L,T,H,H,TLHH,0,4,4,100,2.041666667,10,39.6,7.5,49.2,19,15,12.08,0.8505,0.407,0.655,0.491,0.164,1,M11
RA_TinL_H_H_38,RA_TL_H_H_38,A,10,L,T,H,H,TLHH,0,4,4,100,1.966666667,2,27.4,5.035,10.2,21,17,16.395,1.0925,0.509,0.919,0.611,0.308,0,M17
RA_TinL_H_H_39,RA_TL_H_H_39,A,10,L,T,H,H,TLHH,0,4,4,100,1.21,9,30.8,5.88,13.7,21,15,13.865,0.9205,0.452,0.7115,0.5995,0.112,NA,NA
RA_TinL_H_H_40,RA_TL_H_H_40,A,10,L,T,H,H,TLHH,0,2,2,100,2.618181818,12,24.8,5.13,0,22,23,16.105,1.119,0.4625,0.809,0.636,0.173,1,M14
RB_TinL_H_H_01,RB_TL_H_H_01,B,10,L,T,H,H,TLHH,0,6,5,83.33333333,1.772727273,0,46.7,3.825,3.1,26,7,NA,NA,NA,NA,NA,NA,NA,NA
RB_TinL_H_H_02,RB_TL_H_H_02,B,10,L,T,H,H,TLHH,0,6,4,66.66666667,2.127272727,0,39.1,8.58,0,24,16,NA,NA,NA,NA,NA,NA,NA,NA
RB_TinL_H_H_03,RB_TL_H_H_03,B,10,L,T,H,H,TLHH,0,6,5,83.33333333,1.815384615,5,31.2,6.51,12.1,24,29,13.315,0.9985,0.419,0.8895,0.547,0.3425,0,M49
RB_TinL_H_H_04,RB_TL_H_H_04,B,10,L,T,H,H,TLHH,0,6,4,66.66666667,2.49,7,35,5.89,13.2,20,15,15.245,1.0605,0.5065,0.725,0.6375,0.0875,NA,NA
RB_TinL_H_H_05,RB_TL_H_H_05,B,10,L,T,H,H,TLHH,0,6,5,83.33333333,2.290909091,2,37.4,4.16,0,22,12,14.195,1.0105,0.4615,0.9125,0.5525,0.36,1,M49
RB_TinL_H_H_10,RB_TL_H_H_10,B,10,L,T,H,H,TLHH,0,6,6,100,2.6,13,40.2,9.94,0,26,31,14.505,1.0855,0.4915,0.8135,0.713,0.1005,1,M51
RB_TinL_H_H_11,RB_TL_H_H_11,B,10,L,T,H,H,TLHH,0,6,6,100,2.007692308,7,39.1,7,10.2,23,28,15.98,1.049,0.452,0.7225,0.7055,0.17,2,M52
RB_TinL_H_H_12,RB_TL_H_H_12,B,10,L,T,H,H,TLHH,0,6,4,66.66666667,2.14,5,27.7,6.5,12.8,22,31,10.835,0.742,0.3285,0.742,0.4655,0.2765,NA,NA
RB_TinL_H_H_13,RB_TL_H_H_13,B,10,L,T,H,H,TLHH,0,6,6,100,2.776923077,11,39.1,6.6,0,23,18,13.025,0.903,0.4545,0.735,0.528,0.207,0,M51
RB_TinL_H_H_14,RB_TL_H_H_14,B,10,L,T,H,H,TLHH,0,6,6,100,2.030769231,7,24.1,7.36,8.4,25,23,13.92,1.0225,0.442,0.92,0.627,0.293,1,M52
RB_TinL_H_H_15,RB_TL_H_H_15,B,10,L,T,H,H,TLHH,0,6,6,100,3.191666667,6,33.1,5.415,0,22,13,12.07,0.8565,0.419,0.4995,0.575,0.1225,0,M51
RB_TinL_H_H_16,RB_TL_H_H_16,B,10,L,T,H,H,TLHH,0,6,6,100,2.9,8,36.8,7.14,6.6,23,36,13.66,1.0535,0.4635,0.5085,0.7005,0.192,0,M51
RB_TinL_H_H_17,RB_TL_H_H_17,B,10,L,T,H,H,TLHH,0,6,4,66.66666667,1.807142857,5,31.1,7.455,0,21,24,13.61,0.9805,0.3985,0.724,0.5195,0.2045,0,M52
RB_TinL_H_H_18,RB_TL_H_H_18,B,10,L,T,H,H,TLHH,0,6,6,100,2.046153846,3,35.1,5.4,0,22,17,NA,NA,NA,NA,NA,NA,0,M52
RB_TinL_H_H_06,RB_TL_H_H_06,B,10,L,T,H,H,TLHH,0,6,1,16.66666667,2.35,3,41.4,8.3,4.6,26,10,11.01,0.9355,0.401,0.72,0.6505,0.1525,NA,NA
RB_TinL_H_H_19,RB_TL_H_H_19,B,10,L,T,H,H,TLHH,0,6,6,100,2.69,11,34.1,14.45,15.1,27,22,14.49,1.0885,0.4925,0.5805,0.637,0.0565,0,M57
RB_TinL_H_H_07,RB_TL_H_H_07,B,10,L,T,H,H,TLHH,0,5,5,100,2.544444444,2,43.2,4.24,5.1,23,18,11.485,0.847,0.382,0.731,0.5715,0.1595,0,M49
RB_TinL_H_H_20,RB_TL_H_H_20,B,10,L,T,H,H,TLHH,0,6,6,100,1.784615385,1,29.4,5.22,0,21,20,11.4,0.795,0.389,0.541,0.441,0.1,0,M20
RB_TinL_H_H_21,RB_TL_H_H_21,B,10,L,T,H,H,TLHH,0,6,5,83.33333333,1.921428571,6,41.7,21.06,13.3,32,8,15.545,1.068,0.5105,0.5535,0.607,0.1205,0,M57
RB_TinL_H_H_22,RB_TL_H_H_22,B,10,L,T,H,H,TLHH,0,6,6,100,2.441666667,6,46.9,7.36,17.1,21,31,13.95,0.9315,0.413,0.9295,0.5865,0.343,0,M57
RB_TinL_H_H_23,RB_TL_H_H_23,B,10,L,T,H,H,TLHH,0,6,6,100,2.363636364,0,45.9,12.285,0,21,32,NA,NA,NA,NA,NA,NA,NA,NA
RB_TinL_H_H_24,RB_TL_H_H_24,B,10,L,T,H,H,TLHH,0,6,6,100,1.97,9,29.4,13.3,0,23,38,14.57,0.861,0.4665,0.619,0.5835,0.0655,2,M20
RB_TinL_H_H_25,RB_TL_H_H_25,B,10,L,T,H,H,TLHH,0,6,6,100,2.65,13,34.5,12.035,15.2,21,33,14.445,0.9995,0.47,0.682,0.7035,0.1205,0,M20
RB_TinL_H_H_26,RB_TL_H_H_26,B,10,L,T,H,H,TLHH,0,6,6,100,2.183333333,2,42.4,4.4,2.8,20,30,14.81,0.92,0.54,0.523,0.579,0.056,0,M20
RB_TinL_H_H_27,RB_TL_H_H_27,B,10,L,T,H,H,TLHH,0,6,6,100,2.175,5,30.2,6.8,28.4,21,31,10.98,0.8055,0.3795,0.595,0.504,0.091,1,M57
RB_TinL_H_H_28,RB_TL_H_H_28,B,10,L,T,H,H,TLHH,0,6,5,83.33333333,2.153846154,4,28.4,2.2,0,25,22,13.18,0.9075,0.376,0.7585,0.5655,0.193,NA,NA
RB_TinL_H_H_29,RB_TL_H_H_29,B,10,L,T,H,H,TLHH,0,6,6,100,2.31,9,34.7,11.4,12.7,26,13,12.975,0.9655,0.404,0.5015,0.653,0.1515,0,M26
RB_TinL_H_H_30,RB_TL_H_H_30,B,10,L,T,H,H,TLHH,0,6,1,16.66666667,1.158333333,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB_TinL_H_H_08,RB_TL_H_H_08,B,10,L,T,H,H,TLHH,0,4,1,25,1.7125,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB_TinL_H_H_31,RB_TL_H_H_31,B,10,L,T,H,H,TLHH,0,6,5,83.33333333,2.172727273,2,29.2,5.6,4.5,20,13,NA,NA,NA,NA,NA,NA,1,M26
RB_TinL_H_H_32,RB_TL_H_H_32,B,10,L,T,H,H,TLHH,0,6,5,83.33333333,2.3,0,38.9,5.7,8.7,22,10,11.495,0.8315,0.425,0.4475,0.5445,0.097,1,M26
RB_TinL_H_H_33,RB_TL_H_H_33,B,10,L,T,H,H,TLHH,0,6,5,83.33333333,1.85,12,33.3,7.7,6.3,19,31,14.23,0.988,0.402,0.769,0.618,0.151,1,M23
RB_TinL_H_H_34,RB_TL_H_H_34,B,10,L,T,H,H,TLHH,0,6,6,100,2.561538462,0,41.2,5.25,0,20,13,12.32,0.896,0.494,0.438,0.659,0.221,NA,NA
RB_TinL_H_H_35,RB_TL_H_H_35,B,10,L,T,H,H,TLHH,0,6,5,83.33333333,2.181818182,6,37.3,9.24,0,28,13,16.745,1.1175,0.5205,0.7955,0.7185,0.077,0,M23
RB_TinL_H_H_36,RB_TL_H_H_36,B,10,L,T,H,H,TLHH,0,6,5,83.33333333,1.521428571,9,25.2,7,14.6,23,18,13.03,0.9755,0.397,0.494,0.699,0.205,0,M26
RB_TinL_H_H_37,RB_TL_H_H_37,B,10,L,T,H,H,TLHH,0,6,6,100,2.8,6,29.4,3.36,0,20,15,13.065,0.957,0.44,0.622,0.622,0.234,1,M23
RB_TinL_H_H_38,RB_TL_H_H_38,B,10,L,T,H,H,TLHH,0,6,4,66.66666667,1.325,6,34.8,4.59,0,25,11,12.625,0.947,0.463,0.676,0.67,0.026,0,M23
RB_TinL_H_H_09,RB_TL_H_H_09,B,10,L,T,H,H,TLHH,0,4,2,50,2.133333333,2,35.2,9.855,0,24,24,NA,NA,NA,NA,NA,NA,1,M49
RB_TinL_H_H_39,RB_TL_H_H_39,B,10,L,T,H,H,TLHH,0,6,4,66.66666667,2.572727273,6,40.8,5.3,3.2,23,20,14.04,0.9545,0.428,1.118,0.627,0.491,NA,NA
RA_TinT_H_H_01,RA_TT_H_H_01,A,10,T,T,H,H,TTHH,1,6,6,100,2.12,3,43.2,7.36,36.6,18,21,9.08,0.838,0.365,0.8655,0.5935,0.272,0,M4
RA_TinT_H_H_02,RA_TT_H_H_02,A,10,T,T,H,H,TTHH,1,6,6,100,2.809090909,4,32.7,11.1,37.8,20,25,11.845,0.8735,0.4495,0.558,0.52,0.04,0,M44
RA_TinT_H_H_03,RA_TT_H_H_03,A,10,T,T,H,H,TTHH,1,6,4,66.66666667,2.94,6,32.3,6.84,26.4,20,20,11.18,0.4805,0.426,0.683,0.624,0.127,0,M44
RA_TinT_H_H_04,RA_TT_H_H_04,A,10,T,T,H,H,TTHH,1,4,4,100,2.9,4,25.2,5.8,28.8,20,20,12.37,0.9295,0.453,0.691,0.5605,0.1305,0,M4
RA_TinT_H_H_05,RA_TT_H_H_05,A,10,T,T,H,H,TTHH,1,6,5,83.33333333,1.409090909,9,30.8,4.505,20.6,19,21,14.535,1.104,0.4265,0.8815,0.7115,0.17,0,M4
RA_TinT_H_H_06,RA_TT_H_H_06,A,10,T,T,H,H,TTHH,1,6,5,83.33333333,1.5,11,38.4,5.58,19,20,22,10.22,0.741,0.415,0.5875,0.604,0.0595,1,M44
RA_TinT_H_H_07,RA_TT_H_H_07,A,10,T,T,H,H,TTHH,1,6,6,100,3.172727273,3,22.7,12.71,12.7,23,32,NA,NA,NA,NA,NA,NA,1,M4
RA_TinT_H_H_08,RA_TT_H_H_08,A,10,T,T,H,H,TTHH,1,6,6,100,2.03,12,22.1,3.9,6.1,21,12,11.965,0.5365,0.44,0.6315,0.595,0.0455,0,M44
RA_TinT_H_H_09,RA_TT_H_H_09,A,10,T,T,H,H,TTHH,1,6,5,83.33333333,1.675,3,27.7,4.72,18.7,20,14,NA,NA,NA,NA,NA,NA,NA,NA
RA_TinT_H_H_10,RA_TT_H_H_10,A,10,T,T,H,H,TTHH,1,6,6,100,2.7,1,38.9,5.4,16.4,17,33,NA,NA,NA,NA,NA,NA,NA,NA
RA_TinT_H_H_11,RA_TT_H_H_11,A,10,T,T,H,H,TTHH,1,6,6,100,2.509090909,10,44.3,7.625,31,17,40,15.35,0.607,0.446,1.283,0.63,0.653,0,M46
RA_TinT_H_H_12,RA_TT_H_H_12,A,10,T,T,H,H,TTHH,1,6,6,100,2.05,11,33.6,5.2,32.6,24,23,13.97,1.093,0.4695,1.067,0.7,0.367,1,M46
RA_TinT_H_H_13,RA_TT_H_H_13,A,10,T,T,H,H,TTHH,1,6,6,100,2.630769231,0,36.2,5.355,33.2,19,27,NA,NA,NA,NA,NA,NA,NA,NA
RA_TinT_H_H_14,RA_TT_H_H_14,A,10,T,T,H,H,TTHH,1,6,6,100,2.427272727,0,35.8,4.6,13.8,20,27,NA,NA,NA,NA,NA,NA,NA,NA
RA_TinT_H_H_15,RA_TT_H_H_15,A,10,T,T,H,H,TTHH,1,6,6,100,2.085714286,2,27.1,5.04,21.1,17,27,NA,NA,NA,NA,NA,NA,0,M46
RA_TinT_H_H_16,RA_TT_H_H_16,A,10,T,T,H,H,TTHH,1,6,6,100,1.74,8,27.2,4.655,14.9,19,26,14.27,0.9405,0.4315,0.899,0.6215,0.2775,0,M46
RA_TinT_H_H_17,RA_TT_H_H_17,A,10,T,T,H,H,TTHH,1,6,6,100,1.518181818,4,32.3,5.94,8.8,18,25,14.76,1.017,0.438,1.031,0.659,0.372,NA,NA
RA_TinT_H_H_18,RA_TT_H_H_18,A,10,T,T,H,H,TTHH,1,6,6,100,3.3,1,46.2,3.84,45.2,18,35,NA,NA,NA,NA,NA,NA,NA,NA
RA_TinT_H_H_19,RA_TT_H_H_19,A,10,T,T,H,H,TTHH,1,6,6,100,2.15,10,28.2,7.5,18.5,19,51,8.34,0.734,0.327,0.728,0.511,0.217,0,M18
RA_TinT_H_H_20,RA_TT_H_H_20,A,10,T,T,H,H,TTHH,1,6,6,100,0.927272727,15,27.1,5.9,29.9,19,27,14.515,0.9465,0.423,0.727,0.554,0.173,0,M15
RA_TinT_H_H_21,RA_TT_H_H_21,A,10,T,T,H,H,TTHH,1,6,6,100,1.491666667,5,29.7,6.05,30.1,18,29,NA,NA,NA,NA,NA,NA,NA,NA
RA_TinT_H_H_22,RA_TT_H_H_22,A,10,T,T,H,H,TTHH,1,6,6,100,2.94,20,35.6,10.23,39.3,20,26,14.21,0.972,0.459,0.8385,0.672,0.1665,0,M15
