Gene_Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
PRDX4,646.3876255861738,0.45725360960733563,0.46736914420737824,0.9783564346824869,0.32789806705210756,0.67438519795335
GOLPH3L,640.4120882566606,0.563032065071144,0.34045948831641876,1.6537417354862176,0.09817999881445857,0.3533986093964752
SHOC2,622.8724280025197,0.22589326667559612,0.8378799347111476,0.2696009980874778,0.7874672324060397,0.9441940509769112
GTF2IRD2,615.7596691823047,-0.5063157416672194,0.3569670557868637,-1.4183822665403838,0.15607919013854152,0.4588450086288372
ZNF839,682.1948506400404,0.8010332255384395,0.465982437453689,1.7190202058163384,0.08561069277734037,0.3280390747173869
LOC534742,610.4129633886445,-0.7041614589624117,1.1860999556686131,-0.5936780079934079,0.5527274949287526,0.838870806866603
COPS2,656.1659030224023,0.46705511107624686,0.6184488297187059,0.7552041310979299,0.45012651033328327,0.7731008423688209
L3MBTL2,641.5343527151938,-0.008409981894980458,0.3646976153568421,-0.023060150494133683,0.9816022925251985,0.9972837512474263
BNC2,605.882348575331,-0.27090418209120004,0.5313064089777343,-0.5098831437257384,0.6101333318420928,0.8676057812630684
STARD8,641.6521642064897,-0.31334602058828803,0.5758956485133525,-0.5441020806411301,0.5863712287715246,0.8553430062263451
RBMS1,631.8960465308962,0.4676337110086887,0.5333754166104258,0.8767440276503137,0.38062568699309846,0.719883490842684
PLXNB1,622.3337174108431,0.326317537569418,0.5098469773214074,0.6400303465243602,0.52215287055748,0.8200839200193369
CPED1,650.5453751662429,0.6583828682185651,0.8177831041190945,0.8050825028083292,0.42077207205097983,0.7526785911518892
CHD1L,617.2228482634686,0.23953564774601996,0.3559897154039335,0.6728723819288551,0.5010284839248743,0.8069331573222329
LOC112448373,630.4150516605863,0.06928661894901887,0.4267470720106857,0.16235991643144523,0.8710224340268293,0.9690903316207666
PDE4D,650.525539697654,2.2078998049204994,0.6140794418008664,3.595462825535327,3.2381536826748647e-4,0.006216473079725654
LSM4,657.5713333810453,-0.07569003864741615,0.4157807059928863,-0.1820431721733407,0.8555488454265945,0.9641673355318051
